,Source,Date,Text,Compound,Positive,Neutral,Negative
375,FoxNews,Mon Jan 15 01:19:16 +0000 2018,"OPINION: Baby steps, America. The 'but so-and-so did it first!' defense is for toddlers, not national discourse (vi… https://t.co/p7SeibPV3G",0.2598,0.102,0.898,0.0
376,FoxNews,Mon Jan 15 01:15:05 +0000 2018,Canada's Trudeau: 'Removing Access to Abortion' Not In Line With Society https://t.co/IluBxuncVS,0.0,0.0,1.0,0.0
377,FoxNews,Mon Jan 15 01:12:35 +0000 2018,University to review appearance by @benshapiro https://t.co/yCReTZKZWn,0.0,0.0,1.0,0.0
378,FoxNews,Mon Jan 15 01:07:46 +0000 2018,".@GaryKaltbaum: ""This whole tax thing has been not just a home run, but a grand slam."" https://t.co/VDfTaaDh50 https://t.co/LGawc1qnBI",0.6124,0.211,0.789,0.0
379,FoxNews,Mon Jan 15 01:03:43 +0000 2018,Casino boat catches fire off Florida with 50 passengers aboard https://t.co/cvTRuWVaoe,-0.3182,0.088,0.72,0.192
380,FoxNews,Mon Jan 15 00:51:50 +0000 2018,"Moments ago, President @realDonaldTrump answered reporter questions about DACA as a government shutdown looms.… https://t.co/fXSBPIvUjU",0.0,0.0,1.0,0.0
381,FoxNews,Mon Jan 15 00:35:00 +0000 2018,"Colorado nurse, 20, dies in bungee jumping accident https://t.co/IJQiEwGB96 #FoxNewsUS",-0.4767,0.0,0.744,0.256
382,FoxNews,Mon Jan 15 00:22:20 +0000 2018,"RT @EricShawnTV: ""We thank President Trump,""say #IranProtesters, who praise the American public for their support.  Here's my exclusive wit…",0.8519,0.407,0.593,0.0
383,FoxNews,Mon Jan 15 00:21:19 +0000 2018,".@POTUS: ""The folks from DACA should know the Democrats are the ones that aren't going to make a deal.""… https://t.co/HdDOBtYCWc",0.0,0.0,1.0,0.0
384,FoxNews,Mon Jan 15 00:19:40 +0000 2018,".@POTUS: ""We're ready, willing and able to make a deal on DACA."" https://t.co/DAb1fmVnvw",0.3612,0.185,0.815,0.0
385,FoxNews,Mon Jan 15 00:09:14 +0000 2018,"Defense Attorney Robert Schalk on possible #Trump interview with Mueller: ""[@POTUS] could be opening himself up...t… https://t.co/5FHthYxRfG",0.128,0.086,0.914,0.0
386,FoxNews,Mon Jan 15 00:08:28 +0000 2018,".@POTUS criticizes Democrats over DACA as government shutdown looms, Phil Keating reports. https://t.co/JejH8Wa6XM https://t.co/nyNRSCFSLt",-0.4588,0.0,0.75,0.25
387,FoxNews,Sun Jan 14 23:58:50 +0000 2018,Eliza Dushku: 'True Lies' stunt coordinator Joel Kramer molested me when I was 12 https://t.co/suuRJ89MXV,-0.4404,0.144,0.564,0.292
388,FoxNews,Sun Jan 14 23:56:22 +0000 2018,".@gen_jackkeane on talks between North Korea and South Korea: ""We need to have some skepticism about these negotiat… https://t.co/3xGbT3o8CW",-0.25,0.0,0.9,0.1
389,FoxNews,Sun Jan 14 23:53:24 +0000 2018,"RT @FoxNewsResearch: World’s Largest Active Armed Forces:
1. China: 2.3 million
2. India: 1.4 million
3. U.S.: 1.3 million
4. North Korea:…",0.4019,0.114,0.886,0.0
390,FoxNews,Sun Jan 14 23:50:40 +0000 2018,Liam Neeson believes gender wage gap is 'disgraceful' but will not take a pay cut https://t.co/oFDyM5O7vD,0.395,0.22,0.78,0.0
391,FoxNews,Sun Jan 14 23:50:40 +0000 2018,".@gen_jackkeane on Hawaii's false missile threat: ""They made a mistake here and they [have] a bad system. They [hav… https://t.co/nCTNAdtS6m",-0.8519,0.0,0.617,0.383
392,FoxNews,Sun Jan 14 23:46:37 +0000 2018,".@gen_jackkeane: ""We have the capacity to track any missile launch, any place in the world, through our satellites… https://t.co/j6IA3W2r5f",0.0,0.0,1.0,0.0
393,FoxNews,Sun Jan 14 23:43:34 +0000 2018,OPINION: Want to live longer? The US system of free-market investment in cures is the answer (via @FoxNewsOpinion) https://t.co/mbJUyAUvyw,0.0772,0.067,0.933,0.0
394,FoxNews,Sun Jan 14 23:36:50 +0000 2018,Casino boat catches fire off Florida with 50 passengers aboard; 1 reported missing https://t.co/yWlg0XX9j5,-0.5423,0.07,0.637,0.293
395,FoxNews,Sun Jan 14 23:35:20 +0000 2018,"Anti-government protesters in Iran thank President #Trump for his support, @EricShawnTV reports.… https://t.co/Fdk9huX1ZA",0.5106,0.304,0.585,0.111
396,FoxNews,Sun Jan 14 23:31:25 +0000 2018,Hawaii's false missile threat: Worker 'feels terrible' after pushing the wrong button https://t.co/HW0WY2Eyhm,-0.8625,0.0,0.51,0.49
397,FoxNews,Sun Jan 14 23:28:59 +0000 2018,".@akarl_smith: ""Immigration is really #Trump's signature issue, so any acceptance by him on a bipartisan deal...he… https://t.co/wBeWtP3dDm",0.507,0.179,0.821,0.0
398,FoxNews,Sun Jan 14 23:17:32 +0000 2018,Hawaii false alarm raises concerns over U.S. preparedness in case of a real threat https://t.co/qJu9Jmyz66 https://t.co/oZ634ELLij,-0.7003,0.0,0.691,0.309
399,FoxNews,Sun Jan 14 23:14:12 +0000 2018,".@VP laid a wreath at the Martin Luther King, Jr. National Memorial with Second Lady Karen Pence ahead of #MLK Day. https://t.co/OS7FHGrpVf",0.0,0.0,1.0,0.0
400,NYTimes,Mon Jan 15 07:45:20 +0000 2018,Indonesian Stock Exchange Ceiling Collapses https://t.co/3TmLIDyHfr,-0.296,0.0,0.694,0.306
401,NYTimes,Mon Jan 15 07:43:47 +0000 2018,"RT @NYTFashion: At Brooks Brothers, “We’re not good because we’re old, we’re old because we’re good.” https://t.co/exthzdadbY",-0.3412,0.0,0.869,0.131
402,NYTimes,Mon Jan 15 07:26:41 +0000 2018,"""I am not sure there are rules for reporting on the homeless that don’t apply to living in general. Be careful. Be… https://t.co/0OlEgiDgGt",-0.0931,0.065,0.855,0.08
403,NYTimes,Mon Jan 15 07:09:53 +0000 2018,"Their 25-year courtship was deeply rooted in friendship, love and their shared interest in social issues https://t.co/xj09S3t8Ev",0.9147,0.495,0.505,0.0
404,NYTimes,Mon Jan 15 06:52:43 +0000 2018,RT @NYTScience: What's the point of going to Mars if there isn't any beer there? https://t.co/fE3rXPcYR5,0.0,0.0,1.0,0.0
405,NYTimes,Mon Jan 15 06:35:07 +0000 2018,"As the population of Amish and Mennonites rises in New York State, horses and buggies have become a chronic traffic… https://t.co/urigxIPT5c",0.0,0.0,1.0,0.0
406,NYTimes,Mon Jan 15 06:16:45 +0000 2018,"RT @nytimesmusic: ""If anyone wants to explore their individuality, it’s not right for people to tell you no.” Camila Cabello steps out on h…",0.0,0.0,1.0,0.0
407,NYTimes,Mon Jan 15 05:58:39 +0000 2018,"Australian Open: Within Hours, Three Top Americans Fall https://t.co/FYJgT1lHhs",0.2023,0.184,0.816,0.0
408,NYTimes,Mon Jan 15 05:46:11 +0000 2018,"In Trump’s Remarks, Black Churches See a Nation Backsliding https://t.co/Z4xpmYcsdY",0.0,0.0,1.0,0.0
409,NYTimes,Mon Jan 15 05:37:04 +0000 2018,Opinion: How democracies perish https://t.co/C9Is1SZwoX,0.0,0.0,1.0,0.0
410,NYTimes,Mon Jan 15 05:18:32 +0000 2018,Detroit Auto Show May Be Celebrating an Era About to End https://t.co/vfYgjs0Mmi,0.5719,0.252,0.748,0.0
411,NYTimes,Mon Jan 15 05:17:01 +0000 2018,Japan is scrambling to ensure it has a future in an electric-car world https://t.co/wcNjkiCz8t,0.3818,0.178,0.822,0.0
412,NYTimes,Mon Jan 15 05:00:26 +0000 2018,“You make one mistake and it’s all gone” https://t.co/MnAyUcq0Jg,-0.34,0.0,0.769,0.231
413,NYTimes,Mon Jan 15 04:42:52 +0000 2018,"""We swerved all of a sudden. The front of the plane crashed and the back was in the air. Everyone panicked."" https://t.co/6ZM7AdmpjU",0.0,0.0,1.0,0.0
414,NYTimes,Mon Jan 15 04:25:18 +0000 2018,RT @NYTHealth: Germany and other countries have health care systems that don't allow people with diabetes and other chronic illnesses to go…,-0.1695,0.118,0.702,0.18
415,NYTimes,Mon Jan 15 04:07:54 +0000 2018,"Doug Harvey, Hall of Fame Umpire Whom Players Called God, Dies at 87 https://t.co/4MND81qAdm",0.6124,0.294,0.706,0.0
416,NYTimes,Mon Jan 15 03:57:48 +0000 2018,"In Iran, Protester ‘Suicides’ Stir Anger and Calls for Accountability https://t.co/ipFcTXrdPU",-0.5719,0.0,0.73,0.27
417,NYTimes,Mon Jan 15 03:54:37 +0000 2018,"The Saturday Profile: Cairo’s Lawsuit King Sues Actors, Belly Dancers, Even Puppet Shows https://t.co/9aTTItWgPH",-0.2263,0.0,0.872,0.128
418,NYTimes,Mon Jan 15 03:47:51 +0000 2018,"When a woman was raped in a Brooklyn park in 1994, a columnist called it a hoax. But new DNA testing has solved the… https://t.co/r9ymHZJG43",-0.6808,0.078,0.672,0.25
419,NYTimes,Mon Jan 15 03:31:40 +0000 2018,Review: A Fantasy Town Builds a Wall Against Time in ‘Ballyturk’ https://t.co/DX8gucTmZA,0.0,0.0,1.0,0.0
420,NYTimes,Mon Jan 15 07:45:20 +0000 2018,Indonesian Stock Exchange Ceiling Collapses https://t.co/3TmLIDyHfr,-0.296,0.0,0.694,0.306
421,NYTimes,Mon Jan 15 07:43:47 +0000 2018,"RT @NYTFashion: At Brooks Brothers, “We’re not good because we’re old, we’re old because we’re good.” https://t.co/exthzdadbY",-0.3412,0.0,0.869,0.131
422,NYTimes,Mon Jan 15 07:26:41 +0000 2018,"""I am not sure there are rules for reporting on the homeless that don’t apply to living in general. Be careful. Be… https://t.co/0OlEgiDgGt",-0.0931,0.065,0.855,0.08
423,NYTimes,Mon Jan 15 07:09:53 +0000 2018,"Their 25-year courtship was deeply rooted in friendship, love and their shared interest in social issues https://t.co/xj09S3t8Ev",0.9147,0.495,0.505,0.0
424,NYTimes,Mon Jan 15 06:52:43 +0000 2018,RT @NYTScience: What's the point of going to Mars if there isn't any beer there? https://t.co/fE3rXPcYR5,0.0,0.0,1.0,0.0
425,NYTimes,Mon Jan 15 06:35:07 +0000 2018,"As the population of Amish and Mennonites rises in New York State, horses and buggies have become a chronic traffic… https://t.co/urigxIPT5c",0.0,0.0,1.0,0.0
426,NYTimes,Mon Jan 15 06:16:45 +0000 2018,"RT @nytimesmusic: ""If anyone wants to explore their individuality, it’s not right for people to tell you no.” Camila Cabello steps out on h…",0.0,0.0,1.0,0.0
427,NYTimes,Mon Jan 15 05:58:39 +0000 2018,"Australian Open: Within Hours, Three Top Americans Fall https://t.co/FYJgT1lHhs",0.2023,0.184,0.816,0.0
428,NYTimes,Mon Jan 15 05:46:11 +0000 2018,"In Trump’s Remarks, Black Churches See a Nation Backsliding https://t.co/Z4xpmYcsdY",0.0,0.0,1.0,0.0
429,NYTimes,Mon Jan 15 05:37:04 +0000 2018,Opinion: How democracies perish https://t.co/C9Is1SZwoX,0.0,0.0,1.0,0.0
430,NYTimes,Mon Jan 15 05:18:32 +0000 2018,Detroit Auto Show May Be Celebrating an Era About to End https://t.co/vfYgjs0Mmi,0.5719,0.252,0.748,0.0
431,NYTimes,Mon Jan 15 05:17:01 +0000 2018,Japan is scrambling to ensure it has a future in an electric-car world https://t.co/wcNjkiCz8t,0.3818,0.178,0.822,0.0
432,NYTimes,Mon Jan 15 05:00:26 +0000 2018,“You make one mistake and it’s all gone” https://t.co/MnAyUcq0Jg,-0.34,0.0,0.769,0.231
433,NYTimes,Mon Jan 15 04:42:52 +0000 2018,"""We swerved all of a sudden. The front of the plane crashed and the back was in the air. Everyone panicked."" https://t.co/6ZM7AdmpjU",0.0,0.0,1.0,0.0
434,NYTimes,Mon Jan 15 04:25:18 +0000 2018,RT @NYTHealth: Germany and other countries have health care systems that don't allow people with diabetes and other chronic illnesses to go…,-0.1695,0.118,0.702,0.18
435,NYTimes,Mon Jan 15 04:07:54 +0000 2018,"Doug Harvey, Hall of Fame Umpire Whom Players Called God, Dies at 87 https://t.co/4MND81qAdm",0.6124,0.294,0.706,0.0
436,NYTimes,Mon Jan 15 03:57:48 +0000 2018,"In Iran, Protester ‘Suicides’ Stir Anger and Calls for Accountability https://t.co/ipFcTXrdPU",-0.5719,0.0,0.73,0.27
437,NYTimes,Mon Jan 15 03:54:37 +0000 2018,"The Saturday Profile: Cairo’s Lawsuit King Sues Actors, Belly Dancers, Even Puppet Shows https://t.co/9aTTItWgPH",-0.2263,0.0,0.872,0.128
438,NYTimes,Mon Jan 15 03:47:51 +0000 2018,"When a woman was raped in a Brooklyn park in 1994, a columnist called it a hoax. But new DNA testing has solved the… https://t.co/r9ymHZJG43",-0.6808,0.078,0.672,0.25
439,NYTimes,Mon Jan 15 03:31:40 +0000 2018,Review: A Fantasy Town Builds a Wall Against Time in ‘Ballyturk’ https://t.co/DX8gucTmZA,0.0,0.0,1.0,0.0
440,NYTimes,Mon Jan 15 03:30:20 +0000 2018,Go gray https://t.co/nXX1Fg4cXh,0.0,0.0,1.0,0.0
441,NYTimes,Mon Jan 15 03:11:26 +0000 2018,False Missile Alert Looms as a Black Eye for Hawaii and Its Governor https://t.co/cKivw4Lp8R,0.1531,0.149,0.743,0.108
442,NYTimes,Mon Jan 15 03:08:23 +0000 2018,Secret Tunnel in Berlin Is an Echo From the Cold War https://t.co/6TP8ugbXRc,-0.5994,0.0,0.738,0.262
443,NYTimes,Mon Jan 15 02:59:58 +0000 2018,"RT @nytimesarts: In the battle of the peak-TV queens, it's Victoria's turn https://t.co/JJ8nOjD3sw",-0.3818,0.0,0.822,0.178
444,NYTimes,Mon Jan 15 02:42:05 +0000 2018,"""We fully felt like we were about to die. I drove to try to get to my kids even though I knew I probably wouldn't m… https://t.co/7QiaxcR3Kp",-0.2782,0.097,0.767,0.136
445,NYTimes,Mon Jan 15 02:22:26 +0000 2018,"‘I’m Not a Racist,’ Trump Says in Denying Vulgar Comment https://t.co/ZKVU1jeUvj",-0.34,0.0,0.789,0.211
446,NYTimes,Mon Jan 15 02:09:54 +0000 2018,"Male sea turtles are disappearing from Australia’s Great Barrier Reef, a new study suggests https://t.co/zjW4rysnUz",0.5574,0.233,0.682,0.085
447,NYTimes,Mon Jan 15 01:55:56 +0000 2018,"Breaking News: ""I'm not a racist."" President Trump insisted again on Sunday that he did not make a vulgar comment l… https://t.co/NUWF6ipxCm",0.0,0.0,1.0,0.0
448,NYTimes,Mon Jan 15 01:49:14 +0000 2018,Vikings Shock Saints on Last-Second Touchdown by Stefon Diggs https://t.co/l8VlsKxwQe,-0.3818,0.0,0.776,0.224
449,NYTimes,Mon Jan 15 01:41:54 +0000 2018,"""You can't look down to read the speech, you have to take the speech up. Because if you did your neck would break.""… https://t.co/CqxEpjEwpZ",0.0,0.0,1.0,0.0
450,NYTimes,Mon Jan 15 01:22:55 +0000 2018,"""You can't look down to read the speech, you have to take the speech up. Because if you did your neck would break.""… https://t.co/yan4tsOORc",0.0,0.0,1.0,0.0
451,NYTimes,Mon Jan 15 01:04:22 +0000 2018,President Trump accused The Wall Street Journal of purposely misquoting him. The Journal responded by posting an au… https://t.co/HhluE5bIs5,-0.296,0.0,0.891,0.109
452,NYTimes,Mon Jan 15 00:47:03 +0000 2018,Essay: The Poet of Light https://t.co/2vn1TEtBSN,0.0,0.0,1.0,0.0
453,NYTimes,Mon Jan 15 00:41:27 +0000 2018,"""The risk of accidental nuclear war is not hypothetical — accidents have happened in the past, and humans will err… https://t.co/uetTDZsMuI",-0.6529,0.078,0.633,0.289
454,NYTimes,Mon Jan 15 00:24:05 +0000 2018,Military Quietly Prepares for a Last Resort: War With North Korea https://t.co/wS6mIkgOHl,-0.5994,0.0,0.719,0.281
455,NYTimes,Mon Jan 15 00:20:30 +0000 2018,"Missouri’s Combative Governor, Deep in Scandal, Puts on the Charm https://t.co/VFpPcoDS4l",-0.0516,0.185,0.616,0.199
456,NYTimes,Mon Jan 15 00:18:48 +0000 2018,What does the false missile alert in Hawaii tell us about these government-run warning systems? That they need majo… https://t.co/UDeoSKSwC4,-0.0516,0.097,0.796,0.106
457,NYTimes,Mon Jan 15 00:00:20 +0000 2018,A Republican senator who was at the White House immigration meeting said President Trump did not use a vulgarity to… https://t.co/rGfKAmEWbl,0.0,0.0,1.0,0.0
458,NYTimes,Sun Jan 14 23:35:56 +0000 2018,Op-Ed Contributor: How the Other Half Lives in Iran https://t.co/X6m7ZC5XTP,0.0,0.0,1.0,0.0
459,NYTimes,Sun Jan 14 23:30:28 +0000 2018,RT @nytopinion: President Trump's actions break with years of American nuclear policy. They also make it harder to persuade other nations t…,0.0,0.0,1.0,0.0
460,NYTimes,Sun Jan 14 23:09:05 +0000 2018,Darren Criss Plays the Happy-Go-Lucky Killer in the Versace TV Drama https://t.co/PuXylc9q3N,-0.5106,0.123,0.613,0.264
461,NYTimes,Sun Jan 14 23:00:27 +0000 2018,"In some countries, Facebook’s fiddling has magnified fake news https://t.co/Wve2NysTcL",-0.4767,0.0,0.744,0.256
462,NYTimes,Sun Jan 14 22:33:02 +0000 2018,"Video: A plane trying to land in Turkey made a heart-stopping skid off a runway, ending up feet from the Black Sea https://t.co/AAIn0KNDLt",0.0,0.0,1.0,0.0
463,NYTimes,Sun Jan 14 22:06:15 +0000 2018,"Jaguars 45, Steelers 42 | Divisional round: Jaguars Stun Steelers to Reach A.F.C. Championship Game https://t.co/Oib9KNWqS1",0.4588,0.235,0.765,0.0
464,NYTimes,Sun Jan 14 22:00:23 +0000 2018,"In 1968, The Beatles trudged through dense forest to an ashram in India, where they spent weeks writing songs. The… https://t.co/4qS0piKNqA",0.0,0.0,1.0,0.0
465,NYTimes,Sun Jan 14 21:45:50 +0000 2018,"""The risk of accidental nuclear war is not hypothetical — accidents have happened in the past, and humans will err… https://t.co/bdUCvziesG",-0.6529,0.078,0.633,0.289
466,NYTimes,Sun Jan 14 21:28:39 +0000 2018,"""SNL"" took aim at ""Morning Joe,"" with Bill Murray as Stephen Bannon and Fred Armisen as Michael Wolff https://t.co/CEFnI9EeMJ",0.0,0.0,1.0,0.0
467,NYTimes,Sun Jan 14 21:10:06 +0000 2018,"An unspectacular week at the box office led ""Jumanji: Welcome to the Jungle"" back to No. 1 https://t.co/X1g2x0lEiQ",0.2023,0.149,0.743,0.109
468,NYTimes,Sun Jan 14 21:00:04 +0000 2018,"""It’s remarkable how well it has eased my twitchy phone checking."" A small group of people have turned their phone… https://t.co/VFsnM5ajbG",0.7845,0.317,0.683,0.0
469,NYTimes,Sun Jan 14 20:43:04 +0000 2018,"He's being called ""frost boy."" But the image of an 8-year-old with icicles in his hair who trekked miles to school… https://t.co/jNM6ZqNlwb",0.0,0.0,1.0,0.0
470,NYTimes,Sun Jan 14 20:30:11 +0000 2018,"RT @nytopinion: Immigrants are more likely to be fleeing dysfunctions and prejudices than they are to be bringing them, writes @BretStephen…",-0.4215,0.0,0.877,0.123
471,NYTimes,Sun Jan 14 20:14:09 +0000 2018,"She left France to join Islamic militants in Syria, and now with the collapse of ISIS wants to return. But can she? https://t.co/IRd249fhaT",-0.25,0.083,0.795,0.121
472,NYTimes,Sun Jan 14 20:00:28 +0000 2018,"DACA participants can again apply for renewal of protection, the U.S. immigration agency said https://t.co/jBcr0G8Lfa",0.0,0.0,1.0,0.0
473,NYTimes,Sun Jan 14 19:47:04 +0000 2018,"The death toll in the mudslides that buried parts of Montecito in muck and boulders has risen to 20, officials said https://t.co/hL9kMaAtAT",-0.5994,0.0,0.843,0.157
474,NYTimes,Sun Jan 14 19:31:03 +0000 2018,"""I 100% support the fight for fair pay and I'm donating the $1.5M to the Time's Up Legal Defense Fund in Michelle W… https://t.co/5yYYqjR0I7",0.4588,0.267,0.6,0.133
475,NYTimes,Sun Jan 14 19:31:02 +0000 2018,"""I'm ready for crypto assets to go down 90 percent. I'll feel better then, I think. This has been too insane."" https://t.co/YKDQpv2e7j",0.7269,0.283,0.717,0.0
476,NYTimes,Sun Jan 14 19:13:03 +0000 2018,Your Sunday playlist has arrived https://t.co/aW6xfGiPgg,0.0,0.0,1.0,0.0
477,NYTimes,Sun Jan 14 19:00:21 +0000 2018,"""I love working out so much that I belong to two gyms."" How 50 Cent spends his Sundays: https://t.co/VIJ18SsKIY",0.6369,0.198,0.802,0.0
478,NYTimes,Sun Jan 14 18:44:03 +0000 2018,"Investigators said that the Las Vegas gunman used anonymous communications devices, including a prepaid cellphone,… https://t.co/nafEGnB7fi",0.0,0.0,1.0,0.0
479,NYTimes,Sun Jan 14 18:31:05 +0000 2018,What does the false missile alert in Hawaii tell us about these government-run warning systems? That they need majo… https://t.co/FTEqVxrEm5,-0.0516,0.097,0.796,0.106
480,NYTimes,Sun Jan 14 18:20:08 +0000 2018,"President Trump has been known to refer to Ronna McDaniel as ""my Romney"" https://t.co/zyd9R2chkl",0.0,0.0,1.0,0.0
481,NYTimes,Sun Jan 14 18:10:06 +0000 2018,"Chelsea Manning filed to run for Senate in Maryland, according to federal election filings https://t.co/sPlt4U5MJF",0.0,0.0,1.0,0.0
482,NYTimes,Sun Jan 14 18:00:06 +0000 2018,"David Perdue said Dick Durbin's account of President Trump's language was a ""gross misrepresentation"" https://t.co/8EoPHPzzrz",-0.8555,0.0,0.539,0.461
483,NYTimes,Sun Jan 14 17:45:09 +0000 2018,"A former Steeler's CTE diagnosis led to a $1 billion settlement for retired players, but a technicality has left hi… https://t.co/ezbbd4vUBE",0.0,0.0,1.0,0.0
484,NYTimes,Sun Jan 14 17:30:24 +0000 2018,"""We fully felt like we were about to die. I drove to try to get to my kids even though I knew I probably wouldn't m… https://t.co/lpp0Sehj5O",-0.2782,0.097,0.767,0.136
485,NYTimes,Sun Jan 14 17:15:04 +0000 2018,A group in northwestern Africa that is loyal to ISIS claimed responsibility for the attack in Niger that killed 4 A… https://t.co/ckgxpfDebz,-0.6705,0.112,0.614,0.274
486,NYTimes,Sun Jan 14 17:00:24 +0000 2018,Opinion: Is there life after liberalism? https://t.co/L4DBqnbECw,0.0,0.0,1.0,0.0
487,NYTimes,Sun Jan 14 16:46:04 +0000 2018,"The first time cutting season came around, Nice Leng’ete and her sister ran away and hid in a tree. The second time… https://t.co/eUlj16WnT4",0.2263,0.113,0.769,0.117
488,NYTimes,Sun Jan 14 16:40:07 +0000 2018,"""I'm running,"" Mitt Romney says privately, but as a Trump friend or foe? https://t.co/PMBo6AWzYv",0.1154,0.225,0.574,0.201
489,NYTimes,Sun Jan 14 16:31:03 +0000 2018,President Trump accused The Wall Street Journal of purposely misquoting him. The Journal responded by posting an au… https://t.co/pcKo0BO4Fv,-0.296,0.0,0.891,0.109
490,NYTimes,Sun Jan 14 16:15:14 +0000 2018,"""We swerved all of a sudden. The front of the plane crashed and the back was in the air. Everyone panicked."" https://t.co/XWkKBlsktK",0.0,0.0,1.0,0.0
491,NYTimes,Sun Jan 14 16:00:19 +0000 2018,Afghan officials said that meetings were underway in Turkey between their government and representatives of the Tal… https://t.co/fjfszdHUH1,0.0,0.0,1.0,0.0
492,NYTimes,Sun Jan 14 15:45:09 +0000 2018,"""SNL"" took aim at ""Morning Joe,"" with Bill Murray as Stephen Bannon and Fred Armisen as Michael Wolff https://t.co/B6E1qzAffx",0.0,0.0,1.0,0.0
493,NYTimes,Sun Jan 14 15:30:14 +0000 2018,"""The risk of accidental nuclear war is not hypothetical — accidents have happened in the past, and humans will err… https://t.co/AXGCDpnjeV",-0.6529,0.078,0.633,0.289
494,NYTimes,Sun Jan 14 15:15:07 +0000 2018,Dolphins show self-recognition earlier than children https://t.co/JhRYEGnz87,0.0,0.0,1.0,0.0
495,NYTimes,Sun Jan 14 15:00:18 +0000 2018,"""I 100% support the fight for fair pay and I'm donating the $1.5M to the Time's Up Legal Defense Fund in Michelle W… https://t.co/uHWv6Hkrdt",0.4588,0.267,0.6,0.133
496,NYTimes,Sun Jan 14 14:46:02 +0000 2018,"A new 3-D videomicroscope gives surgeons ""Superman eyes"" and helps them perform and teach delicate brain operations https://t.co/L8mfsQ1cO9",0.4215,0.202,0.798,0.0
497,NYTimes,Sun Jan 14 14:33:01 +0000 2018,"Opinion: ""Hillary Clinton, the first woman who had a real shot at the presidency, has finally set off a national aw… https://t.co/m0rzwUxudL",0.0,0.0,1.0,0.0
498,NYTimes,Sun Jan 14 14:15:02 +0000 2018,"""This system failed miserably and we need to start over,"" Senator Brian Schatz of Hawaii said https://t.co/xob5P1wRjW",-0.7506,0.0,0.701,0.299
499,NYTimes,Sun Jan 14 14:00:13 +0000 2018,"An Iranian oil tanker that collided with another vessel in the East China Sea sank on Sunday, the Chinese Ministry… https://t.co/bJpAUGa73F",0.0,0.0,1.0,0.0
