,Source,Date,Tweets Ago,Text,Compound,Positive,Neutral,Negative
136,CBSNews,Mon Jan 15 07:48:05 +0000 2018,37,"Sen. Joe Manchin: No senator would make up ""atrocious"" remark attributed to Trump https://t.co/aBFxX3lYGh https://t.co/AzHm7fn82D",-0.296,0.0,0.864,0.136
137,CBSNews,Mon Jan 15 07:42:12 +0000 2018,38,New details in police chase of Greyhound bus with 40 people on board https://t.co/46tddmE7ox https://t.co/ck0xxnAzwX,0.0,0.0,1.0,0.0
138,CBSNews,Mon Jan 15 07:32:05 +0000 2018,39,"Jakarta Stock Exchange mezzanine collapse causes chaos, injures dozens https://t.co/p13XPSGPrS https://t.co/HA5jBSafcI",-0.7845,0.0,0.566,0.434
139,CBSNews,Mon Jan 15 07:18:09 +0000 2018,40,"Sen. Tom Cotton says Trump's words, sentiments on immigration were misrepresented https://t.co/b47Rfh3Wd5 https://t.co/9m7JomAnUx",0.0,0.0,1.0,0.0
140,CBSNews,Mon Jan 15 07:03:08 +0000 2018,41,2 children among the dead in triple homicide in Nashville https://t.co/shk17wnLaQ https://t.co/QAJB0L6SY3,-0.6486,0.0,0.699,0.301
141,CBSNews,Mon Jan 15 06:54:05 +0000 2018,42,Double suicide bombing in Baghdad takes deadly toll https://t.co/O6VAc4XeXn https://t.co/aw9kbdcKxY,-0.6705,0.0,0.667,0.333
142,CBSNews,Mon Jan 15 06:48:05 +0000 2018,43,"Speeding car goes airborne, crashes into second floor of California building https://t.co/KTVmW1PARt https://t.co/1nRqtgbw53",0.0,0.0,1.0,0.0
143,CBSNews,Mon Jan 15 06:33:07 +0000 2018,44,"Faith Salie on when POTUS uses ""$#!?hole"" language https://t.co/3QBUHSoHXm https://t.co/VblxRHE0a0",0.4753,0.256,0.744,0.0
144,CBSNews,Mon Jan 15 06:18:06 +0000 2018,45,"Nation Tracker: Americans weigh in on Trump immigration remarks, first year in office https://t.co/ZTHjPnue5C https://t.co/yrPtXD9qEP",0.0,0.0,1.0,0.0
145,CBSNews,Mon Jan 15 06:03:05 +0000 2018,46,"For chef Fabio Trabocchi, cooking is a family affair https://t.co/zlQCAs8bkc https://t.co/bdCmuji9JI",0.0,0.0,1.0,0.0
146,CBSNews,Mon Jan 15 05:48:05 +0000 2018,47,"Married couple killed as Amtrak train hits SUV in N.C., authorities say https://t.co/FPMz3jUYLb https://t.co/RCOkQq9Kp6",-0.6705,0.0,0.743,0.257
147,CBSNews,Mon Jan 15 05:36:38 +0000 2018,48,Motorist strikes officer before speeding off in NYC's Times Square https://t.co/M9jFmaWNbh https://t.co/i0a0x7lRcY,-0.3612,0.0,0.815,0.185
148,CBSNews,Mon Jan 15 05:28:06 +0000 2018,49,Woman in Michigan faces charges in death of 2nd infant https://t.co/M50AmEf0Jc https://t.co/EwIwEjoQOV,-0.7184,0.0,0.625,0.375
149,CBSNews,Mon Jan 15 05:18:08 +0000 2018,50,"Transcript: Sen. Tom Cotton on ""Face the Nation,"" Jan. 14, 2018 https://t.co/Ozz4tUiALF https://t.co/fZLC2zR0ZH",0.0,0.0,1.0,0.0
150,CBSNews,Mon Jan 15 05:03:07 +0000 2018,51,"Vikings stun Saints, 29-24, with 61-yard touchdown on last play https://t.co/5vhZOLQXUl https://t.co/ZjziY4DxkU",0.34,0.179,0.821,0.0
151,CBSNews,Mon Jan 15 04:48:04 +0000 2018,52,The American scientist who's seen North Korea's nuclear secrets https://t.co/KXwv4poO3M https://t.co/PqV6O5qcFf,0.0,0.0,1.0,0.0
152,CBSNews,Mon Jan 15 04:33:07 +0000 2018,53,"Media outlets around the world struggle to translate Trump's ""sh*thole"" comments https://t.co/nIToi8d89Z https://t.co/xtS37YafCQ",-0.3182,0.0,0.839,0.161
153,CBSNews,Mon Jan 15 04:18:12 +0000 2018,54,"Plane skids off runway in Turkey, comes to a rest on cliff https://t.co/11BnbBYs1H https://t.co/ZAWvCE8BCd",0.0,0.0,1.0,0.0
154,CBSNews,Mon Jan 15 04:03:04 +0000 2018,55,Reflections from Afghanistan https://t.co/awlHj6pXwm https://t.co/jr3QQ8iq53,0.0,0.0,1.0,0.0
155,CBSNews,Mon Jan 15 03:48:06 +0000 2018,56,Drawing the lines on gerrymandering https://t.co/aFi2sNK8Cc https://t.co/b1FU08Yshc,0.0,0.0,1.0,0.0
156,CBSNews,Mon Jan 15 03:46:04 +0000 2018,57,Aziz Ansari responds to woman's claim of sexual misconduct https://t.co/oD4RUWfHYo https://t.co/sxv1FNiim1,0.0,0.0,1.0,0.0
157,CBSNews,Mon Jan 15 03:33:05 +0000 2018,58,"Oprah Winfrey on ""Time's Up"": Where do we go from here? https://t.co/bB4sn21HFy https://t.co/82hHo946SD",0.0,0.0,1.0,0.0
158,CBSNews,Mon Jan 15 03:18:10 +0000 2018,59,"Sen. Joe Manchin: No senator would make up ""atrocious"" remark attributed to Trump https://t.co/J3eGgmG0rW https://t.co/tuYvIPzN5z",-0.296,0.0,0.864,0.136
159,CBSNews,Mon Jan 15 03:14:05 +0000 2018,60,U.K. party suspends leader's girlfriend over racist Meghan Markle remarks https://t.co/6Vu18bvGiS https://t.co/Pvneco0nFr,-0.3182,0.162,0.599,0.24
160,CBSNews,Mon Jan 15 03:03:05 +0000 2018,61,"Jaguars edge out Steelers 45-42, will meet Patriots for AFC title game https://t.co/TQr5kInUoF https://t.co/Fjl9N5rLji",0.0,0.0,1.0,0.0
161,CBSNews,Mon Jan 15 02:57:26 +0000 2018,62,"""I am not a racist. I am the least racist person you have ever interviewed."" Pres. Trump responds to accusations of… https://t.co/WpIzABa5zl",0.6298,0.25,0.66,0.089
162,CBSNews,Mon Jan 15 02:40:01 +0000 2018,63,Detectives probe claim that disgraced former politician Elliot Spitzer wanted to stab man during irate interaction… https://t.co/sfXwigqrfA,-0.8934,0.0,0.567,0.433
163,CBSNews,Mon Jan 15 02:21:32 +0000 2018,64,President Trump says he's not a racist days after his reported use of vulgar language to describe immigrants from A… https://t.co/k2ZZQM0UZK,0.4973,0.145,0.855,0.0
164,CBSNews,Mon Jan 15 02:00:01 +0000 2018,65,Driver trying to make an escape in NYC's Times Square hit a police officer with his car before speeding off… https://t.co/brvJXUDKli,0.1779,0.082,0.918,0.0
165,CBSNews,Mon Jan 15 01:40:01 +0000 2018,66,Former NBA star Dennis Rodman has been arrested on suspicion of DUI in Southern California https://t.co/a1Jrv9NEmv https://t.co/f23KGV8zmG,-0.6908,0.0,0.725,0.275
166,CBSNews,Mon Jan 15 01:20:01 +0000 2018,67,"Married couple killed as Amtrak train hits SUV in North Carolina, authorities say https://t.co/0DMiXjvmxu https://t.co/tRxRokswIx",-0.6705,0.0,0.757,0.243
167,CBSNews,Mon Jan 15 01:00:01 +0000 2018,68,"Is Portland still Portlandia? For years, the city has been the symbol for laid-back, inexpensive quirkiness, but it… https://t.co/CIvb18AOmO",0.0,0.0,1.0,0.0
168,CBSNews,Mon Jan 15 00:40:00 +0000 2018,69,"It may mostly be propaganda when North Korea boasts about its nuclear capabilities, but one American scientist says… https://t.co/phGnlcYC2S",-0.128,0.0,0.923,0.077
169,CBSNews,Mon Jan 15 00:20:03 +0000 2018,70,"In 16 years, the Afghan War has cost 2,400 American lives and $1 trillion. But with the country's capital under sie… https://t.co/sTj39YAIae",-0.5994,0.0,0.843,0.157
170,CBSNews,Mon Jan 15 00:00:01 +0000 2018,71,"Portland is known for its civic responsibility and tolerant disposition. Yet last May, the city also witnessed a ho… https://t.co/cYQMbwK08w",0.2732,0.104,0.896,0.0
171,CBSNews,Sun Jan 14 23:47:26 +0000 2018,72,"Footage shows firefighters responding to a casino boat engulfed in flames near Port Richey, Florida. Dozens of peop… https://t.co/g2hOxRv8HO",0.0,0.0,1.0,0.0
172,CBSNews,Sun Jan 14 23:21:01 +0000 2018,73,North Korea has been boasting about its growing nuclear arsenal for years. To make sure the US got the message that… https://t.co/t8qPSfrtMQ,0.4588,0.167,0.833,0.0
173,CBSNews,Sun Jan 14 22:41:01 +0000 2018,74,"The war in Afghanistan is the longest in US history. After 16 years, a trillion dollars and 2400 American lives, th… https://t.co/BOYYHwOKVi",-0.5994,0.0,0.837,0.163
174,CBSNews,Sun Jan 14 22:22:02 +0000 2018,75,Sen. Tom Cotton joined @FaceTheNation to discuss the immigration debate and the White House's handling of foreign h… https://t.co/uVoEbWZCle,0.0,0.0,1.0,0.0
175,CBSNews,Sun Jan 14 22:02:30 +0000 2018,76,The death toll in the California mudslides rises to 20 after another body was found during a search on Sunday.… https://t.co/2KkvWZs2Yx,-0.5994,0.0,0.83,0.17
176,CBSNews,Sun Jan 14 21:42:30 +0000 2018,77,WATCH: Vice President Mike Pence and Second lady Karen Pence lay a wreath at the Martin Luther King Jr. Memorial in… https://t.co/HpAbOrhV3P,0.0,0.0,1.0,0.0
177,CBSNews,Sun Jan 14 21:22:01 +0000 2018,78,Wake Island: Where America's day really begins (via @CBSSunday) https://t.co/GPySnDSyWU https://t.co/rWtcZILDIr,0.0,0.0,1.0,0.0
178,CBSNews,Sun Jan 14 20:42:01 +0000 2018,79,"FCC chairman Ajit Pai slams ""absolutely unacceptable"" Hawaii missile false alarm https://t.co/yTkPbHRnpc https://t.co/bqICePUA9M",-0.6901,0.0,0.659,0.341
179,CBSNews,Sun Jan 14 20:22:32 +0000 2018,80,WATCH: Five Axe-wielding thieves break into the Ritz Hotel in Paris and two get away with $5.4 million in stolen go… https://t.co/JmRSdi1xtA,-0.7579,0.0,0.755,0.245
180,CBSNews,Sun Jan 14 20:02:01 +0000 2018,81,"Sharon Stone's second chance: The Oscar-nominated actress is back, following a serious brain hemorrhage, to star in… https://t.co/Ovvt9WSfd6",0.1779,0.109,0.82,0.071
181,CBSNews,Sun Jan 14 19:42:01 +0000 2018,82,"Death toll from mudslides rises to 20 as recovery crews slowly make progress digging away masses of mud, boulders a… https://t.co/QGVCrbk6vS",-0.2732,0.109,0.739,0.152
182,CBSNews,Sun Jan 14 19:22:00 +0000 2018,83,"""It was hurtful, it's harmful, it shouldn't have been said, but let's move on,"" Sen. Joe Manchin said on… https://t.co/gz4EAGBvtQ",-0.296,0.0,0.896,0.104
183,CBSNews,Sun Jan 14 19:02:26 +0000 2018,84,How did this car go airborne and fly through a second story window? https://t.co/CQczupD4m0,0.0,0.0,1.0,0.0
184,CBSNews,Sun Jan 14 18:42:01 +0000 2018,85,"""I didn't hear it, and I was sitting no further away from Donald Trump than Dick Durbin was,"" Sen. Tom Cotton says… https://t.co/NOwrLcdh5t",-0.6705,0.0,0.784,0.216
185,CBSNews,Sun Jan 14 18:22:01 +0000 2018,86,"Sen. Cory Gardner told @FaceTheNation that the comments were ""unbecoming"" and that he hoped to ""move beyond"" it… https://t.co/kb98yjUrYC",0.3818,0.126,0.874,0.0
186,CBSNews,Sun Jan 14 18:02:01 +0000 2018,87,Drawing the lines on gerrymandering: @MoRocca on the history and controversy surrounding the re-drawing of politica… https://t.co/OwrdHEDlNb,0.0,0.0,1.0,0.0
187,CBSNews,Sun Jan 14 17:42:01 +0000 2018,88,"Oprah Winfrey on ""Time's Up"": Where do we go from here? (via @CBSSunday)
https://t.co/3cgFP79Sfy https://t.co/ZJi03m9zYH",0.0,0.0,1.0,0.0
188,CBSNews,Sun Jan 14 17:22:01 +0000 2018,89,"POLL: On the issues looming now, most Americans - 70% - favor DACA. Among President Trump's backers, a slim majorit… https://t.co/9tUVpsbLas",0.3535,0.145,0.782,0.073
189,CBSNews,Sun Jan 14 17:02:38 +0000 2018,90,Two drivers found themselves sitting on top of their cars as 7 feet of water engulfed their vehicles after trying t… https://t.co/37gX87ppMa,0.2023,0.083,0.917,0.0
190,CBSNews,Sun Jan 14 16:42:01 +0000 2018,91,"Almanac: ""Elvis: Aloha from Hawaii via Satellite"" (via @CBSSunday) https://t.co/HxFUnhSZhi https://t.co/iCOpn8Qxa7",0.0,0.0,1.0,0.0
191,CBSNews,Sun Jan 14 16:22:38 +0000 2018,92,WATCH: 21 crew members on board a bulk freighter were airlifted to safety after their ship collided with an oil tan… https://t.co/LNnOkRiEMB,0.4215,0.123,0.877,0.0
192,CBSNews,Sun Jan 14 16:02:01 +0000 2018,93,"Magnitude 7.1 earthquake hits off Pacific coast of Peru, killing at least 1 person https://t.co/YvlLorUaMK https://t.co/SbOSXEl1vX",-0.6597,0.0,0.761,0.239
193,CBSNews,Sun Jan 14 15:42:02 +0000 2018,94,"One year into Donald Trump's presidency, Americans feel more positive about the economy but not as good about the s… https://t.co/ftyV4dKCXm",-0.1686,0.1,0.774,0.127
194,CBSNews,Sun Jan 14 15:22:24 +0000 2018,95,"This couple made good on their New Year's resolution to ""live in the moment"" when they pulled over on their way hom… https://t.co/WpuNKbO9gf",0.4404,0.116,0.884,0.0
195,CBSNews,Sun Jan 14 15:02:39 +0000 2018,96,An airplane dangled precariously off a muddy cliff with its nose only a few feet from the Black Sea after skidding… https://t.co/skg62YX7UH,0.0,0.0,1.0,0.0
196,CBSNews,Sun Jan 14 14:42:01 +0000 2018,97,An airplane  skidded off a runway after landing in northern Turkey and dangled precariously off a muddy cliff with… https://t.co/509jsHceLo,0.0,0.0,1.0,0.0
197,CBSNews,Sun Jan 14 14:22:01 +0000 2018,98,Death toll from the Southern California mudslides rose to 19 on Saturday but a man who had also been on the list of… https://t.co/JhNkyAHY0n,-0.3506,0.0,0.9,0.1
198,CBSNews,Sun Jan 14 14:03:05 +0000 2018,99,"Bill Cosby: ""Don't put me on #MeToo"" https://t.co/BusCBZMIuU https://t.co/baoj9AxgBh",0.0,0.0,1.0,0.0
199,CBSNews,Sun Jan 14 13:48:05 +0000 2018,100,"Doreen Tracey, one of the original Disney Mouseketeers, has died at 74 https://t.co/DnE7beprHW https://t.co/Au0jTxwI18",-0.3182,0.128,0.67,0.201
200,CNN,Mon Jan 15 11:33:31 +0000 2018,1,"- He's an environmental hero

- He was a socialist before it was cool

- He never let a political disagreement turn… https://t.co/tHhlLgJsSk",0.7912,0.348,0.652,0.0
201,CNN,Mon Jan 15 11:24:13 +0000 2018,2,"""They made a mistake."" Donald Trump makes first comments about the false ballistic missile alert sent out by Hawaii… https://t.co/ER1V5nvUHW",0.296,0.109,0.891,0.0
202,CNN,Mon Jan 15 11:13:41 +0000 2018,3,Vogue publisher drops Bruce Weber and Mario Testino over misconduct allegations https://t.co/ymwBFipg3E,0.0,0.0,1.0,0.0
203,CNN,Mon Jan 15 11:00:35 +0000 2018,4,All the ways you can make a difference this MLK Day https://t.co/ueHyQmMXBX https://t.co/DqxcQZjwdu,0.0,0.0,1.0,0.0
204,CNN,Mon Jan 15 10:43:49 +0000 2018,5,"""I am the least racist person you have ever interviewed."" 

US President Donald Trump tells reporters he is ""not a… https://t.co/I3tPeJjbn6",0.4973,0.139,0.861,0.0
205,CNN,Mon Jan 15 10:30:11 +0000 2018,6,What President Trump doesn't get about Martin Luther King Jr. https://t.co/ufNG2KlepR (via @CNNopinion) https://t.co/2vZCod6idk,0.0,0.0,1.0,0.0
206,CNN,Mon Jan 15 10:27:02 +0000 2018,7,Computers are getting better than humans at reading https://t.co/1G3Fgh4dw1,0.4404,0.266,0.734,0.0
207,CNN,Mon Jan 15 10:14:04 +0000 2018,8,South Africa's foreign ministry says it will issue a diplomatic protest to the United States  over President Trump'… https://t.co/oQ5PiHfrTG,0.2023,0.135,0.769,0.096
208,CNN,Mon Jan 15 10:05:53 +0000 2018,9,Venus Williams knocked out in the first round of the Australian Open https://t.co/A80wiKSC7m,0.0,0.0,1.0,0.0
209,CNN,Mon Jan 15 10:00:17 +0000 2018,10,"Democratic Rep. John Lewis calls President Trump ""racist"" and says he won't vote on government funding without DACA… https://t.co/07i4u1pX6d",0.0,0.0,1.0,0.0
210,CNN,Mon Jan 15 09:46:51 +0000 2018,11,"A member of Qatar's royal family has said he is being held against his will in the United Arab Emirates, a claim di… https://t.co/FUT45YlZIA",0.4215,0.118,0.882,0.0
211,CNN,Mon Jan 15 09:40:18 +0000 2018,12,"Passengers swim to safety after fire on casino shuttle boat north of Tampa, Florida https://t.co/Au69qjkovw https://t.co/Qj29qh0VGL",0.1027,0.146,0.729,0.125
212,CNN,Mon Jan 15 09:31:14 +0000 2018,13,"""[President Trump has] to understand this is a grown-up job, and he's got to start acting like it."" Former Virginia… https://t.co/CxwD7HZpcQ",0.3612,0.116,0.884,0.0
213,CNN,Mon Jan 15 09:23:37 +0000 2018,14,Here's a 2018 guide to Macau's best casinos https://t.co/C6dH64pmQJ via @CNNTravel https://t.co/fxoSefKnZ4,0.6369,0.296,0.704,0.0
214,CNN,Mon Jan 15 09:13:31 +0000 2018,15,Oil tanker burning in the East China Sea sinks https://t.co/FilCAblhN8 https://t.co/7nRCpS7y1D,0.0,0.0,1.0,0.0
215,CNN,Mon Jan 15 09:06:50 +0000 2018,16,Pope Francis faces tensions on South America trip https://t.co/LTLij0wuJ5 https://t.co/Pb646BHxMi,-0.4019,0.0,0.769,0.231
216,CNN,Mon Jan 15 09:00:32 +0000 2018,17,"Republican Sen. David Perdue says President Trump didn't use the phrase ""shithole countries"" during a meeting with… https://t.co/iaG84v0Qf1",0.0,0.0,1.0,0.0
217,CNN,Mon Jan 15 08:46:27 +0000 2018,18,Tunisia plans social reforms in the wake of protests https://t.co/iJtlI3Bdzr https://t.co/GIZ48O7JaB,-0.2263,0.0,0.84,0.16
218,CNN,Mon Jan 15 08:39:41 +0000 2018,19,"A growing movement is targeting single-use plastic straws, which are not recyclable and often end up littering the… https://t.co/E0wLG1IENV",0.1779,0.091,0.909,0.0
219,CNN,Mon Jan 15 08:31:08 +0000 2018,20,"Democratic Rep. Tulsi Gabbard says the false ballistic missile warning in Hawaii was ""unacceptable""… https://t.co/W10TPnY2NL",-0.34,0.0,0.854,0.146
220,CNN,Mon Jan 15 11:33:31 +0000 2018,21,"- He's an environmental hero

- He was a socialist before it was cool

- He never let a political disagreement turn… https://t.co/tHhlLgJsSk",0.7912,0.348,0.652,0.0
221,CNN,Mon Jan 15 11:24:13 +0000 2018,22,"""They made a mistake."" Donald Trump makes first comments about the false ballistic missile alert sent out by Hawaii… https://t.co/ER1V5nvUHW",0.296,0.109,0.891,0.0
222,CNN,Mon Jan 15 11:13:41 +0000 2018,23,Vogue publisher drops Bruce Weber and Mario Testino over misconduct allegations https://t.co/ymwBFipg3E,0.0,0.0,1.0,0.0
223,CNN,Mon Jan 15 11:00:35 +0000 2018,24,All the ways you can make a difference this MLK Day https://t.co/ueHyQmMXBX https://t.co/DqxcQZjwdu,0.0,0.0,1.0,0.0
224,CNN,Mon Jan 15 10:43:49 +0000 2018,25,"""I am the least racist person you have ever interviewed."" 

US President Donald Trump tells reporters he is ""not a… https://t.co/I3tPeJjbn6",0.4973,0.139,0.861,0.0
225,CNN,Mon Jan 15 10:30:11 +0000 2018,26,What President Trump doesn't get about Martin Luther King Jr. https://t.co/ufNG2KlepR (via @CNNopinion) https://t.co/2vZCod6idk,0.0,0.0,1.0,0.0
226,CNN,Mon Jan 15 10:27:02 +0000 2018,27,Computers are getting better than humans at reading https://t.co/1G3Fgh4dw1,0.4404,0.266,0.734,0.0
227,CNN,Mon Jan 15 10:14:04 +0000 2018,28,South Africa's foreign ministry says it will issue a diplomatic protest to the United States  over President Trump'… https://t.co/oQ5PiHfrTG,0.2023,0.135,0.769,0.096
228,CNN,Mon Jan 15 10:05:53 +0000 2018,29,Venus Williams knocked out in the first round of the Australian Open https://t.co/A80wiKSC7m,0.0,0.0,1.0,0.0
229,CNN,Mon Jan 15 10:00:17 +0000 2018,30,"Democratic Rep. John Lewis calls President Trump ""racist"" and says he won't vote on government funding without DACA… https://t.co/07i4u1pX6d",0.0,0.0,1.0,0.0
230,CNN,Mon Jan 15 09:46:51 +0000 2018,31,"A member of Qatar's royal family has said he is being held against his will in the United Arab Emirates, a claim di… https://t.co/FUT45YlZIA",0.4215,0.118,0.882,0.0
231,CNN,Mon Jan 15 09:40:18 +0000 2018,32,"Passengers swim to safety after fire on casino shuttle boat north of Tampa, Florida https://t.co/Au69qjkovw https://t.co/Qj29qh0VGL",0.1027,0.146,0.729,0.125
232,CNN,Mon Jan 15 09:31:14 +0000 2018,33,"""[President Trump has] to understand this is a grown-up job, and he's got to start acting like it."" Former Virginia… https://t.co/CxwD7HZpcQ",0.3612,0.116,0.884,0.0
233,CNN,Mon Jan 15 09:23:37 +0000 2018,34,Here's a 2018 guide to Macau's best casinos https://t.co/C6dH64pmQJ via @CNNTravel https://t.co/fxoSefKnZ4,0.6369,0.296,0.704,0.0
234,CNN,Mon Jan 15 09:13:31 +0000 2018,35,Oil tanker burning in the East China Sea sinks https://t.co/FilCAblhN8 https://t.co/7nRCpS7y1D,0.0,0.0,1.0,0.0
235,CNN,Mon Jan 15 09:06:50 +0000 2018,36,Pope Francis faces tensions on South America trip https://t.co/LTLij0wuJ5 https://t.co/Pb646BHxMi,-0.4019,0.0,0.769,0.231
236,CNN,Mon Jan 15 09:00:32 +0000 2018,37,"Republican Sen. David Perdue says President Trump didn't use the phrase ""shithole countries"" during a meeting with… https://t.co/iaG84v0Qf1",0.0,0.0,1.0,0.0
237,CNN,Mon Jan 15 08:46:27 +0000 2018,38,Tunisia plans social reforms in the wake of protests https://t.co/iJtlI3Bdzr https://t.co/GIZ48O7JaB,-0.2263,0.0,0.84,0.16
238,CNN,Mon Jan 15 08:39:41 +0000 2018,39,"A growing movement is targeting single-use plastic straws, which are not recyclable and often end up littering the… https://t.co/E0wLG1IENV",0.1779,0.091,0.909,0.0
239,CNN,Mon Jan 15 08:31:08 +0000 2018,40,"Democratic Rep. Tulsi Gabbard says the false ballistic missile warning in Hawaii was ""unacceptable""… https://t.co/W10TPnY2NL",-0.34,0.0,0.854,0.146
240,CNN,Mon Jan 15 08:21:49 +0000 2018,41,This is how people in Hawaii reacted to the missile scare https://t.co/lOjFpk6tkx https://t.co/VjIUKEf30M,-0.4939,0.0,0.789,0.211
241,CNN,Mon Jan 15 08:09:43 +0000 2018,42,"""They made a mistake."" Donald Trump makes first comments about the false ballistic missile alert sent out by Hawaii… https://t.co/phMNMi90rj",0.296,0.109,0.891,0.0
242,CNN,Mon Jan 15 08:00:22 +0000 2018,43,"Don't be fooled. Wall Street, not Main Street, is the big tax winner. https://t.co/d6ReBsmubr https://t.co/3RPMqQA1Ky",0.717,0.315,0.685,0.0
243,CNN,Mon Jan 15 07:54:08 +0000 2018,44,"At least 26 people were killed in Baghdad on Monday morning in a double suicide bombing, Ministry of Health spokesm… https://t.co/wns3OwFcPX",-0.875,0.0,0.667,0.333
244,CNN,Mon Jan 15 07:50:17 +0000 2018,45,Vogue publisher drops Bruce Weber and Mario Testino over misconduct allegations https://t.co/ZvkjvGOviK,0.0,0.0,1.0,0.0
245,CNN,Mon Jan 15 07:46:25 +0000 2018,46,US President Donald Trump defended himself on Sunday night after several days of controversy over his remarks about… https://t.co/rj9hKd5LhD,0.0,0.0,1.0,0.0
246,CNN,Mon Jan 15 07:40:07 +0000 2018,47,"""I am the least racist person you have ever interviewed."" 

US President Donald Trump tells reporters he is ""not a… https://t.co/nbVABBrjnQ",0.4973,0.139,0.861,0.0
247,CNN,Mon Jan 15 07:30:36 +0000 2018,48,"Bill Murray debuts his Steve Bannon on ""SNL"" https://t.co/JEtXv4Rf4P https://t.co/jRO4ZulrnD",0.0,0.0,1.0,0.0
248,CNN,Mon Jan 15 07:22:42 +0000 2018,49,NBA Hall of Famer Dennis Rodman has been charged with DUI in California https://t.co/LT2zoPToK1 https://t.co/3BPJa0l4IB,-0.2023,0.0,0.886,0.114
249,CNN,Mon Jan 15 07:12:37 +0000 2018,50,Republican Sen. Jeff Flake expected to deliver floor speech comparing Donald Trump's attacks on media to the rhetor… https://t.co/R0pz5Q8ghW,-0.4404,0.0,0.861,0.139
250,CNN,Mon Jan 15 07:00:12 +0000 2018,51,"Former Secretary of State Condoleezza Rice says ""nobody should try to impede"" special counselor Robert Mueller's in… https://t.co/3sDiUPKxIt",0.4019,0.137,0.863,0.0
251,CNN,Mon Jan 15 06:57:15 +0000 2018,52,"The Philippines' most active volcano has shown signs of imminent eruption, forcing thousands of people on the main… https://t.co/AkBfgCh7IP",0.4576,0.143,0.857,0.0
252,CNN,Mon Jan 15 06:49:19 +0000 2018,53,"North and South Korea are discussing fielding a joint ice hockey team in next month's Winter Olympics, a potential… https://t.co/y8lfo8eDCh",0.0,0.0,1.0,0.0
253,CNN,Mon Jan 15 06:31:26 +0000 2018,54,"It takes 300 people, 12,000 parts and a year to make a single Steinway &amp; Sons piano. Here’s how the pianos are made… https://t.co/W7x1hLdx1K",0.0,0.0,1.0,0.0
