,Source,Date,Tweets Ago,Text,Compound,Positive,Neutral,Negative
254,CNN,Mon Jan 15 06:30:00 +0000 2018,55,Images are circulating on social media showing the extent of the damage caused by the floor collapse at the Jakarta… https://t.co/2JOvvrPZuO,-0.7506,0.0,0.748,0.252
255,CNN,Mon Jan 15 06:14:23 +0000 2018,56,"JUST IN: One of the floors at the Jakarta stock exchange building has collapsed, according to a spokeswoman… https://t.co/K4YrnzPQT3",-0.2732,0.0,0.89,0.11
256,CNN,Mon Jan 15 06:00:12 +0000 2018,57,Iceland made it illegal to pay women less than men https://t.co/sXpcdm3LZ0 https://t.co/TZtIPzSRV8,-0.6124,0.0,0.667,0.333
257,CNN,Mon Jan 15 05:47:44 +0000 2018,58,High-level officials from North and South Korea are meeting again Monday -- a follow-up to last week's diplomatic b… https://t.co/eqwHsPRxAS,0.0,0.0,1.0,0.0
258,CNN,Mon Jan 15 05:30:07 +0000 2018,59,"Engineers sue Google, alleging that it discriminates against conservatives, white people and men… https://t.co/yixAiMEcPo",0.0,0.0,1.0,0.0
259,CNN,Mon Jan 15 05:28:57 +0000 2018,60,Here is what it was like getting a false missile alert in Hawaii https://t.co/9nf6BXG20n (via @CNNOpinion),0.5719,0.266,0.734,0.0
260,CNN,Mon Jan 15 05:09:27 +0000 2018,61,Palestinian Authority President Mahmoud Abbas appears to have confirmed reports that the Trump administration has e… https://t.co/8dq8El6pT2,0.0772,0.075,0.925,0.0
261,CNN,Mon Jan 15 04:56:49 +0000 2018,62,"""I am the least racist person you have ever interviewed."" 

US President Donald Trump tells reporters he is ""not a… https://t.co/MtlXANYUbc",0.4973,0.139,0.861,0.0
262,CNN,Mon Jan 15 04:32:15 +0000 2018,63,Reuters chief says journalists jailed in Myanmar need the public https://t.co/AqoUUA021H https://t.co/Mb9DksdwZN,-0.4939,0.0,0.775,0.225
263,CNN,Mon Jan 15 04:30:14 +0000 2018,64,Iran has released more than 400 people detained in anti-government protests that broke out across the country in la… https://t.co/JWjB2FnbeX,-0.7506,0.0,0.697,0.303
264,CNN,Mon Jan 15 04:30:11 +0000 2018,65,Diet Coke is introducing four new flavors and a skinnier can in a move targeted at Millennials… https://t.co/AJCy2ZDJEW,0.0,0.0,1.0,0.0
265,CNN,Mon Jan 15 04:22:10 +0000 2018,66,NBA Hall of Famer Dennis Rodman has been charged with DUI in California https://t.co/jUCB6rZpuZ https://t.co/oQ1MzmmfBi,-0.2023,0.0,0.886,0.114
266,CNN,Mon Jan 15 04:01:51 +0000 2018,67,This is how people in Hawaii reacted to the missile scare https://t.co/RGxi6lzXEz https://t.co/7wbiOuYRPf,-0.4939,0.0,0.789,0.211
267,CNN,Mon Jan 15 03:53:02 +0000 2018,68,Oil tanker burning in the East China Sea sinks https://t.co/fXyBozdAy7 https://t.co/TDxiPF4m3K,0.0,0.0,1.0,0.0
268,CNN,Mon Jan 15 03:47:03 +0000 2018,69,"As a citizen of Norway, I can tell you we're not flattered, but offended by President Trump's eagerness to have us… https://t.co/ABxifbiD8Y",0.6209,0.233,0.701,0.066
269,CNN,Mon Jan 15 03:41:06 +0000 2018,70,"Former US Defense Secretary Chuck Hagel called President Donald Trump ""an embarrassment"" and said he ""is doing grea… https://t.co/RBu9ly88f8",-0.34,0.07,0.794,0.136
270,CNN,Mon Jan 15 03:31:21 +0000 2018,71,Here's a 2018 guide to Macau's best casinos https://t.co/NxOy7F0bLZ via @CNNTravel https://t.co/qiKuWFw8sY,0.6369,0.296,0.704,0.0
271,CNN,Mon Jan 15 03:30:05 +0000 2018,72,Pope Francis faces tensions on South America trip https://t.co/fgCzAXzNp2 https://t.co/nWNbl5PRMN,-0.4019,0.0,0.769,0.231
272,CNN,Mon Jan 15 03:19:41 +0000 2018,73,The NFL playoff game between the Pittsburgh Steelers and Jacksonville Jaguars went off without a hitch Sunday after… https://t.co/W8Cxr9AyxG,0.0,0.0,1.0,0.0
273,CNN,Mon Jan 15 03:06:51 +0000 2018,74,Republican Sen. Jeff Flake expected to deliver floor speech comparing Donald Trump's attacks on media to the rhetor… https://t.co/YdvUmj4SWe,-0.4404,0.0,0.861,0.139
274,CNN,Mon Jan 15 02:58:02 +0000 2018,75,"Pope Francis' trip to South America this week is supposed to be all about peace, unity and hope. But the pontiff co… https://t.co/7ahjjpVlOA",0.7506,0.234,0.766,0.0
275,CNN,Mon Jan 15 02:48:54 +0000 2018,76,What went wrong with Hawaii's false emergency alert https://t.co/fjy61y5FMG,-0.5423,0.158,0.432,0.41
276,CNN,Mon Jan 15 02:30:04 +0000 2018,77,Lawmakers bemoan backlash over President Trump's comments amid bipartisan push for DACA deal https://t.co/D7aieSPe9j https://t.co/GhpLsBugxt,0.0,0.0,1.0,0.0
277,CNN,Mon Jan 15 02:30:04 +0000 2018,78,This is how the missile detection and emergency messaging systems are supposed to work — and what went wrong in Haw… https://t.co/7iVBPidjFw,-0.6908,0.0,0.769,0.231
278,CNN,Mon Jan 15 02:25:51 +0000 2018,79,"'This place is a shithole' projected onto Trump hotel, with emojis https://t.co/DWVdDmSPUk",0.0,0.0,1.0,0.0
279,CNN,Mon Jan 15 02:08:25 +0000 2018,80,"A growing movement is targeting single-use plastic straws, which are not recyclable and often end up littering the… https://t.co/IdAcBXI7vh",0.1779,0.091,0.909,0.0
280,CNN,Mon Jan 15 02:00:20 +0000 2018,81,"Donald Trump owes each and every American money, writes Dean Obeidallah for @CNNOpinion https://t.co/m6JA2YQRuw https://t.co/HIKd2YKp2g",0.0,0.0,1.0,0.0
281,CNN,Mon Jan 15 01:54:22 +0000 2018,82,Palestinian Authority President Mahmoud Abbas appears to have confirmed reports that the Trump administration has e… https://t.co/IarWjcTR36,0.0772,0.075,0.925,0.0
282,CNN,Mon Jan 15 01:39:04 +0000 2018,83,"""They made a mistake."" Donald Trump makes first comments about the false ballistic missile alert sent out by Hawaii… https://t.co/h2DXwJFtX2",0.296,0.109,0.891,0.0
283,CNN,Mon Jan 15 01:30:08 +0000 2018,84,Nearly 180 people have been killed in Syria's Eastern Ghouta in two weeks https://t.co/h12qDm3sdI https://t.co/H47o7fn2u4,-0.6705,0.0,0.757,0.243
284,CNN,Mon Jan 15 01:15:01 +0000 2018,85,"A member of Qatar's royal family has said he is being held against his will in the United Arab Emirates, a claim di… https://t.co/oZpLazCALD",0.4215,0.118,0.882,0.0
285,CNN,Mon Jan 15 01:06:43 +0000 2018,86,US President Donald Trump defended himself on Sunday night after several days of controversy over his remarks about… https://t.co/fDuwcKRkc9,0.0,0.0,1.0,0.0
286,CNN,Mon Jan 15 01:00:17 +0000 2018,87,A bipartisan group of New Jersey elected officials has teamed up to oppose President Trump's offshore drilling prop… https://t.co/CGFm69CuTg,0.0,0.0,1.0,0.0
287,CNN,Mon Jan 15 00:56:20 +0000 2018,88,"""I am the least racist person you have ever interviewed."" 

US President Donald Trump tells reporters he is ""not a… https://t.co/lVHf3DgznS",0.4973,0.139,0.861,0.0
288,CNN,Mon Jan 15 00:30:13 +0000 2018,89,Republican Sen. Jeff Flake of Arizona is expected to deliver a floor speech comparing President Trump's attacks on… https://t.co/vgFoMBXH6Z,-0.4404,0.0,0.854,0.146
289,CNN,Mon Jan 15 00:15:59 +0000 2018,90,"Passengers swim to safety after fire on casino shuttle boat north of Tampa, Florida https://t.co/cL1r0pLwhh https://t.co/bvSiNqZt64",0.1027,0.146,0.729,0.125
290,CNN,Mon Jan 15 00:00:19 +0000 2018,91,Facebook COO Sheryl Sandberg and Twitter CEO Jack Dorsey are off Disney's board https://t.co/U8ju0MmpcP https://t.co/nupNfNTEpB,0.0,0.0,1.0,0.0
291,CNN,Sun Jan 14 23:30:19 +0000 2018,92,"As a citizen of Norway, I can tell you we're not flattered, but offended by President Trump's eagerness to have us… https://t.co/xfkngzkOJ5",0.6209,0.233,0.701,0.066
292,CNN,Sun Jan 14 23:00:26 +0000 2018,93,"Republican Rep. Trey Gowdy steps down from the House Ethics Committee, citing ""challenging workload""… https://t.co/P6KESVqIna",0.1531,0.103,0.897,0.0
293,CNN,Sun Jan 14 22:45:11 +0000 2018,94,"Former Secretary of State Condoleezza Rice says ""nobody should try to impede"" special counselor Robert Mueller's in… https://t.co/XJhwoPl8b9",0.4019,0.137,0.863,0.0
294,CNN,Sun Jan 14 22:30:07 +0000 2018,95,Here is what it was like getting a false missile alert in Hawaii https://t.co/Fdb5p3gkB8 (via @CNNOpinion),0.5719,0.266,0.734,0.0
295,CNN,Sun Jan 14 22:15:07 +0000 2018,96,Former President Bill Clinton has denied accusations that his charity used donations for Haiti to pay for his daugh… https://t.co/QMdhhtwj2s,-0.4215,0.11,0.63,0.26
296,CNN,Sun Jan 14 22:00:22 +0000 2018,97,What it was like in Hawaii during the missile scare https://t.co/3LvS91y137 https://t.co/g3Cw5D8U0r,-0.1779,0.159,0.637,0.204
297,CNN,Sun Jan 14 21:45:11 +0000 2018,98,"Former Massachusetts Gov. Mitt Romney texted a friend that he plans to run for Senate this year, according to a new… https://t.co/R8RHd5PGWJ",0.4939,0.144,0.856,0.0
298,CNN,Sun Jan 14 21:30:40 +0000 2018,99,"Bill Murray debuts his Steve Bannon on ""SNL"" https://t.co/t7fEoWSvfv https://t.co/JHHg3LDfMy",0.0,0.0,1.0,0.0
299,CNN,Sun Jan 14 21:15:13 +0000 2018,100,Ford brings back the Ranger https://t.co/jsXQSDFQkl https://t.co/LpV0jNTNC0,0.0,0.0,1.0,0.0
300,FoxNews,Mon Jan 15 11:36:55 +0000 2018,1,"Jeremy Hunt: ""We don't know if [Martin Luther King Jr.] would be kneeling today but we do know that when he knelt,… https://t.co/TxzZLbw3yP",0.0,0.0,1.0,0.0
301,FoxNews,Mon Jan 15 11:31:14 +0000 2018,2,"RT @EricShawnTV: Good Morning! Listen to my podcast on the @FoxNews Rundown. The #Hawaii false alarm helped #KimJongUN, says #MIT's Jim Wal…",0.2003,0.125,0.781,0.094
302,FoxNews,Mon Jan 15 11:30:19 +0000 2018,3,".@AlvedaCKing: ""Serve each other, love each other, help each other. That's a lesson I learned from my uncle [Martin… https://t.co/386609w6GC",0.7845,0.301,0.699,0.0
303,FoxNews,Mon Jan 15 11:30:01 +0000 2018,4,".@ConanOBrien jabs @realDonaldTrump, announces he's taking his show to Haiti https://t.co/DoRrZmL9vW",0.0,0.0,1.0,0.0
304,FoxNews,Mon Jan 15 11:27:53 +0000 2018,5,".@AlvedaCKing: ""I consider President Trump to be a leader."" https://t.co/WnVRvvVsAt",0.0,0.0,1.0,0.0
305,FoxNews,Mon Jan 15 11:26:35 +0000 2018,6,"OPINION: Please stop politicizing Martin Luther King Day. It's a day for national unity, not political division https://t.co/MiE83UYlG0",0.0258,0.118,0.769,0.113
306,FoxNews,Mon Jan 15 11:07:12 +0000 2018,7,".@charliekirk11: ""The Democrat party right now is in total shambles, especially financially."" https://t.co/nhZINxxJF6",0.4019,0.184,0.816,0.0
307,FoxNews,Mon Jan 15 11:01:09 +0000 2018,8,".@CarlHigbie: ""President Trump, to me, completely understands the threat from North Korea. He understands the milit… https://t.co/wxfqvTZpvg",-0.5667,0.0,0.814,0.186
308,FoxNews,Mon Jan 15 11:00:01 +0000 2018,9,Must-See Mornings: The conversation starts with Fox &amp; Friends followed by America's Newsroom ONLY on Fox News Chann… https://t.co/9MXL3eePbO,0.4767,0.147,0.853,0.0
309,FoxNews,Mon Jan 15 10:55:46 +0000 2018,10,RPT: Trump Planning to Cut U.N. Funding https://t.co/nG8OqngOjY,-0.2732,0.0,0.769,0.231
310,FoxNews,Mon Jan 15 10:55:00 +0000 2018,11,"Drugged driver crashes car into second story of California building, officials say https://t.co/wUmpA3CPHT",0.0,0.0,1.0,0.0
311,FoxNews,Mon Jan 15 10:47:55 +0000 2018,12,"Mark Serrano: ""The president's success on the border so far is unprecedented."" https://t.co/dlNAF1ZH4p",0.5719,0.236,0.764,0.0
312,FoxNews,Mon Jan 15 10:42:56 +0000 2018,13,".@AreuCathy: ""Democrats definitely want DACA... because it's morally correct."" https://t.co/ddNurYnrh6",0.4588,0.333,0.667,0.0
313,FoxNews,Mon Jan 15 10:39:02 +0000 2018,14,".@sendavidperdue: ""If this were any other president getting the results that we're getting right now in the economy… https://t.co/FXEZHiQzhv",0.0,0.0,1.0,0.0
314,FoxNews,Mon Jan 15 10:38:03 +0000 2018,15,"Eli Crane, former Navy SEAL: ""Personally I think that [Chelsea Manning] is a total traitor, I think she's a total e… https://t.co/jJWff9tKmw",0.0,0.0,1.0,0.0
315,FoxNews,Mon Jan 15 10:29:08 +0000 2018,16,"Lt. Gen. Richard Newton: ""The American people should be confident that at the Cabinet level but also these extraord… https://t.co/Sc9p8e74cD",0.2732,0.1,0.9,0.0
316,FoxNews,Mon Jan 15 10:15:00 +0000 2018,17,Hawaii's false missile threat: Worker who pushed wrong button to be reassigned https://t.co/o7Osc1Y8M0,-0.7579,0.0,0.629,0.371
317,FoxNews,Mon Jan 15 10:00:02 +0000 2018,18,".@Varneyco: ""President Trump is not getting the credit that he deserves."" https://t.co/XcIebyDXqL",-0.2924,0.0,0.834,0.166
318,FoxNews,Mon Jan 15 09:53:11 +0000 2018,19,Minnesota Vikings shock New Orleans Saints with final-play TD https://t.co/U774gNofoY https://t.co/t53XQPDCCR,-0.3818,0.0,0.794,0.206
319,FoxNews,Mon Jan 15 09:45:06 +0000 2018,20,"On @foxandfriends, @Varneyco praised President @realDonaldTrump's economic record in comparison to his predecessor'… https://t.co/pBVcFUKhQG",0.4939,0.198,0.802,0.0
320,FoxNews,Mon Jan 15 11:36:55 +0000 2018,21,"Jeremy Hunt: ""We don't know if [Martin Luther King Jr.] would be kneeling today but we do know that when he knelt,… https://t.co/TxzZLbw3yP",0.0,0.0,1.0,0.0
321,FoxNews,Mon Jan 15 11:31:14 +0000 2018,22,"RT @EricShawnTV: Good Morning! Listen to my podcast on the @FoxNews Rundown. The #Hawaii false alarm helped #KimJongUN, says #MIT's Jim Wal…",0.2003,0.125,0.781,0.094
322,FoxNews,Mon Jan 15 11:30:19 +0000 2018,23,".@AlvedaCKing: ""Serve each other, love each other, help each other. That's a lesson I learned from my uncle [Martin… https://t.co/386609w6GC",0.7845,0.301,0.699,0.0
323,FoxNews,Mon Jan 15 11:30:01 +0000 2018,24,".@ConanOBrien jabs @realDonaldTrump, announces he's taking his show to Haiti https://t.co/DoRrZmL9vW",0.0,0.0,1.0,0.0
324,FoxNews,Mon Jan 15 11:27:53 +0000 2018,25,".@AlvedaCKing: ""I consider President Trump to be a leader."" https://t.co/WnVRvvVsAt",0.0,0.0,1.0,0.0
325,FoxNews,Mon Jan 15 11:26:35 +0000 2018,26,"OPINION: Please stop politicizing Martin Luther King Day. It's a day for national unity, not political division https://t.co/MiE83UYlG0",0.0258,0.118,0.769,0.113
326,FoxNews,Mon Jan 15 11:07:12 +0000 2018,27,".@charliekirk11: ""The Democrat party right now is in total shambles, especially financially."" https://t.co/nhZINxxJF6",0.4019,0.184,0.816,0.0
327,FoxNews,Mon Jan 15 11:01:09 +0000 2018,28,".@CarlHigbie: ""President Trump, to me, completely understands the threat from North Korea. He understands the milit… https://t.co/wxfqvTZpvg",-0.5667,0.0,0.814,0.186
328,FoxNews,Mon Jan 15 11:00:01 +0000 2018,29,Must-See Mornings: The conversation starts with Fox &amp; Friends followed by America's Newsroom ONLY on Fox News Chann… https://t.co/9MXL3eePbO,0.4767,0.147,0.853,0.0
329,FoxNews,Mon Jan 15 10:55:46 +0000 2018,30,RPT: Trump Planning to Cut U.N. Funding https://t.co/nG8OqngOjY,-0.2732,0.0,0.769,0.231
330,FoxNews,Mon Jan 15 10:55:00 +0000 2018,31,"Drugged driver crashes car into second story of California building, officials say https://t.co/wUmpA3CPHT",0.0,0.0,1.0,0.0
331,FoxNews,Mon Jan 15 10:47:55 +0000 2018,32,"Mark Serrano: ""The president's success on the border so far is unprecedented."" https://t.co/dlNAF1ZH4p",0.5719,0.236,0.764,0.0
332,FoxNews,Mon Jan 15 10:42:56 +0000 2018,33,".@AreuCathy: ""Democrats definitely want DACA... because it's morally correct."" https://t.co/ddNurYnrh6",0.4588,0.333,0.667,0.0
333,FoxNews,Mon Jan 15 10:39:02 +0000 2018,34,".@sendavidperdue: ""If this were any other president getting the results that we're getting right now in the economy… https://t.co/FXEZHiQzhv",0.0,0.0,1.0,0.0
334,FoxNews,Mon Jan 15 10:38:03 +0000 2018,35,"Eli Crane, former Navy SEAL: ""Personally I think that [Chelsea Manning] is a total traitor, I think she's a total e… https://t.co/jJWff9tKmw",0.0,0.0,1.0,0.0
335,FoxNews,Mon Jan 15 10:29:08 +0000 2018,36,"Lt. Gen. Richard Newton: ""The American people should be confident that at the Cabinet level but also these extraord… https://t.co/Sc9p8e74cD",0.2732,0.1,0.9,0.0
336,FoxNews,Mon Jan 15 10:15:00 +0000 2018,37,Hawaii's false missile threat: Worker who pushed wrong button to be reassigned https://t.co/o7Osc1Y8M0,-0.7579,0.0,0.629,0.371
337,FoxNews,Mon Jan 15 10:00:02 +0000 2018,38,".@Varneyco: ""President Trump is not getting the credit that he deserves."" https://t.co/XcIebyDXqL",-0.2924,0.0,0.834,0.166
338,FoxNews,Mon Jan 15 09:53:11 +0000 2018,39,Minnesota Vikings shock New Orleans Saints with final-play TD https://t.co/U774gNofoY https://t.co/t53XQPDCCR,-0.3818,0.0,0.794,0.206
339,FoxNews,Mon Jan 15 09:45:06 +0000 2018,40,"On @foxandfriends, @Varneyco praised President @realDonaldTrump's economic record in comparison to his predecessor'… https://t.co/pBVcFUKhQG",0.4939,0.198,0.802,0.0
340,FoxNews,Mon Jan 15 09:44:03 +0000 2018,41,".@DennisPrager: ""Folks on the left are trying to do on the Internet at @Google?-@YouTube... what the left is doing… https://t.co/rsDqp2PvSh",0.0,0.0,1.0,0.0
341,FoxNews,Mon Jan 15 09:40:06 +0000 2018,42,".@JudgeJeanine Blasts De Niro, Sean Penn: Anti-Trump 'Hatred Like This Puts Us in Danger' https://t.co/fbDCZMVLT9 https://t.co/ucJXixeG42",-0.7269,0.108,0.563,0.329
342,FoxNews,Mon Jan 15 09:38:14 +0000 2018,43,"Judge's DACA ruling seen by some legal scholars as problematic, report says https://t.co/VgBlcJvUUc",-0.34,0.097,0.714,0.188
343,FoxNews,Mon Jan 15 09:32:01 +0000 2018,44,".@RepDeSantis: ""Did the FBI know that [the dossier] was funded by the Democratic Party and @HillaryClinton?"" https://t.co/vokea5qIqg",0.4019,0.144,0.856,0.0
344,FoxNews,Mon Jan 15 09:30:07 +0000 2018,45,"On @foxandfriends, @DiamondandSilk slammed Democratic lawmakers who have alleged that President @realDonaldTrump is… https://t.co/BHDoBZxyIz",0.0,0.0,1.0,0.0
345,FoxNews,Mon Jan 15 09:18:01 +0000 2018,46,"Washington state science teacher, 45, allegedly sent explicit Snapchat messages to teen girl, cops say… https://t.co/Hsvv8l4YqU",0.0,0.0,1.0,0.0
346,FoxNews,Mon Jan 15 09:06:03 +0000 2018,47,".@DiamondandSilk: ""It sounds like @BarackObama is living on a planet in La La Land. He's the one who's running arou… https://t.co/3VPcR8eNkm",0.3612,0.116,0.884,0.0
347,FoxNews,Mon Jan 15 08:34:04 +0000 2018,48,".@dbongino: ""Why were we exporting uranium to right now what looks like a company... that is working for the 'evil… https://t.co/avB32w3Ch2",0.3612,0.116,0.884,0.0
348,FoxNews,Mon Jan 15 08:26:02 +0000 2018,49,".@sendavidperdue: ""If this were any other president getting the results that we're getting right now in the economy… https://t.co/5kku2w6cOd",0.0,0.0,1.0,0.0
349,FoxNews,Mon Jan 15 08:18:01 +0000 2018,50,.@AlvedaCKing defended President @realDonaldTrump against those accusing him of being a racist.… https://t.co/DTL46QXawo,-0.1779,0.0,0.866,0.134
350,FoxNews,Mon Jan 15 08:01:48 +0000 2018,51,Pelosi slams company bonuses as 'crumbs' despite once praising $40 tax cut https://t.co/d4r4KMD9Ac via @LukasMikelionis,-0.09,0.175,0.584,0.241
351,FoxNews,Mon Jan 15 08:00:03 +0000 2018,52,".@CortesSteve: Instead of criticizing Trump on immigration issues, we should thank him for doing his job… https://t.co/iE5BrQn59k",0.0,0.125,0.75,0.125
352,FoxNews,Mon Jan 15 07:49:01 +0000 2018,53,"On @FoxNewsSunday, California @AGBecerra stated that President @realDonaldTrump is a racist. https://t.co/uWy1ElA9il https://t.co/7QHr11BiBc",-0.6124,0.0,0.733,0.267
353,FoxNews,Mon Jan 15 07:45:06 +0000 2018,54,"On @foxandfriends, @Varneyco praised President @realDonaldTrump's economic record in comparison to his predecessor'… https://t.co/Jc6mrmMpRU",0.4939,0.198,0.802,0.0
354,FoxNews,Mon Jan 15 07:30:19 +0000 2018,55,"Flake's upcoming speech compares Trump's criticism of media to Stalin, report says https://t.co/yjc08TuXhn via @LukasMikelionis",-0.4404,0.0,0.828,0.172
355,FoxNews,Mon Jan 15 07:27:06 +0000 2018,56,"Steve Kalafer: ""You can either send money to Washington or you can give it to your employees. The employees earned… https://t.co/8rzE7N6dIG",0.0,0.0,1.0,0.0
356,FoxNews,Mon Jan 15 07:24:45 +0000 2018,57,"Second floor of Indonesia Stock Exchange collapses, around a dozen people injured https://t.co/20p2kpHEkh via @FoxBusiness",-0.5994,0.0,0.71,0.29
357,FoxNews,Mon Jan 15 07:15:01 +0000 2018,58,".@TerryMcAuliffe Rips 'Disgraceful, Disgusting' @POTUS Over DACA Remarks https://t.co/iIgeN4YJcd",-0.5267,0.0,0.702,0.298
358,FoxNews,Mon Jan 15 07:07:05 +0000 2018,59,World War II veteran reunited with lost dog tag. https://t.co/3pqdfBlwod,-0.7351,0.0,0.563,0.437
359,FoxNews,Mon Jan 15 07:04:05 +0000 2018,60,"On @foxandfriends, @RCamposDuffy slammed @NancyPelosi for saying companies' bonuses to workers following the passag… https://t.co/DNjy9H2xnk",0.5574,0.205,0.795,0.0
360,FoxNews,Mon Jan 15 07:00:55 +0000 2018,61,"VA hospital’s urine sample mix-up led cocaine addict diagnosis, vet says https://t.co/MgG3uswcwy",0.0,0.0,1.0,0.0
361,FoxNews,Mon Jan 15 06:43:01 +0000 2018,62,".@jpmorgan CEO Jamie Dimon: ""I think 4% is possible."" https://t.co/hVHOVWVv2Y",0.0,0.0,1.0,0.0
362,FoxNews,Mon Jan 15 06:40:06 +0000 2018,63,".@RajShah45: ""@POTUS wants to see real border security. He wants to see movement on chain migration and ending the… https://t.co/bZbEPAwWZS",0.34,0.112,0.888,0.0
363,FoxNews,Mon Jan 15 05:50:01 +0000 2018,64,.@JustinTrudeau on Abortion: 'Restricting Women's Rights' Not In Line With Society https://t.co/IluBxuENNq https://t.co/VnxwIlEiIU,-0.3818,0.0,0.822,0.178
364,FoxNews,Mon Jan 15 05:29:04 +0000 2018,65,".@MarkSKrikorian: ""The average illegal immigrant costs taxpayers, over his lifetime... $75,000 - and that's just th… https://t.co/BTorUZ17zo",-0.5574,0.0,0.806,0.194
365,FoxNews,Mon Jan 15 05:24:03 +0000 2018,66,".@Nissan Chairman Carlos Ghosn: ""As a businessperson I just applaud this economy... You need to give this President… https://t.co/qhuMKmmqcP",0.4588,0.158,0.842,0.0
366,FoxNews,Mon Jan 15 04:59:02 +0000 2018,67,".@DiamondandSilk: ""@realDonaldTrump is not a racist. He's a realist. And the only color he sees is green and he wan… https://t.co/Ws3F2vRYdP",0.4973,0.152,0.848,0.0
367,FoxNews,Mon Jan 15 04:50:01 +0000 2018,68,".@CortesSteve: Instead of criticizing Trump on immigration issues, we should thank him for doing his job… https://t.co/IqxkPC9sln",0.0,0.125,0.75,0.125
368,FoxNews,Mon Jan 15 04:49:05 +0000 2018,69,".@Varneyco: ""President Trump is not getting the credit that he deserves."" https://t.co/vhprbO6t4z",-0.2924,0.0,0.834,0.166
369,FoxNews,Mon Jan 15 04:46:03 +0000 2018,70,Poll: Do you think race relations in the U.S. are getting worse or staying the same? https://t.co/6aTtYMHtKF,-0.4767,0.0,0.838,0.162
370,FoxNews,Mon Jan 15 04:44:04 +0000 2018,71,First indictment in Uranium One probe. https://t.co/UTTuQiMz1T,0.0,0.0,1.0,0.0
371,FoxNews,Mon Jan 15 04:43:06 +0000 2018,72,".@AlvedaCKing: ""Uncle ML, Martin Luther King Jr., was considered to be an agitator, an outsider sometimes - and it… https://t.co/MAngCMLt55",-0.34,0.0,0.882,0.118
