,Source,Date,Tweets Ago,Text,Compound,Positive,Neutral,Negative
372,FoxNews,Mon Jan 15 04:40:02 +0000 2018,73,.@JustinTrudeau on Abortion: 'Restricting Women's Rights' Not In Line With Society https://t.co/IluBxuENNq https://t.co/FiPWlBBiZs,-0.3818,0.0,0.822,0.178
373,FoxNews,Mon Jan 15 04:34:03 +0000 2018,74,".@DennisPrager: ""Folks on the left are trying to do on the Internet at @Google?-@YouTube... what the left is doing… https://t.co/QfM4WipHvc",0.0,0.0,1.0,0.0
374,FoxNews,Mon Jan 15 04:28:02 +0000 2018,75,"On @foxandfriends, @Varneyco praised the economic impact of President @realDonaldTrump. https://t.co/Tq0Mvlvgma https://t.co/JeGOy52MLk",0.4939,0.225,0.775,0.0
375,FoxNews,Mon Jan 15 04:22:05 +0000 2018,76,".@NigerInnisCORE: ""It could be a raining thunderstorm outside and @POTUS could give Lewis and 'Mad Max'… https://t.co/eIFGqWvjNa",-0.4939,0.0,0.824,0.176
376,FoxNews,Mon Jan 15 04:16:07 +0000 2018,77,Poll: Do you think race relations in the U.S. are good or bad? https://t.co/ydWt1XLpQr,-0.1531,0.158,0.652,0.19
377,FoxNews,Mon Jan 15 04:12:03 +0000 2018,78,"This morning, President @realDonaldTrump declared that ""DACA is probably dead."" https://t.co/rmJNZSMcH1 https://t.co/iMXz7UKLIg",0.0,0.0,1.0,0.0
378,FoxNews,Mon Jan 15 04:06:05 +0000 2018,79,".@DiamondandSilk: ""It sounds like @BarackObama is living on a planet in La La Land. He's the one who's running arou… https://t.co/cSbitN4GZo",0.3612,0.116,0.884,0.0
379,FoxNews,Mon Jan 15 04:00:04 +0000 2018,80,"On @FoxNewsSunday, California @AGBecerra stated that President @realDonaldTrump is a racist. https://t.co/uWy1ElA9il https://t.co/6BZiApqAL4",-0.6124,0.0,0.733,0.267
380,FoxNews,Mon Jan 15 03:55:06 +0000 2018,81,"Joe Arpaio on running for Senate in Arizona: ""I never had a hero, it took me 75 years to find a hero, and that's… https://t.co/3ikhbqRzNq",-0.7048,0.0,0.782,0.218
381,FoxNews,Mon Jan 15 03:47:00 +0000 2018,82,"Drugged driver crashes car into second story of California building, officials say https://t.co/wUmpA3CPHT",0.0,0.0,1.0,0.0
382,FoxNews,Mon Jan 15 03:41:00 +0000 2018,83,Georgia high school janitor accused of spying on girl's locker room https://t.co/noz0j8ezp2,-0.296,0.0,0.833,0.167
383,FoxNews,Mon Jan 15 03:36:00 +0000 2018,84,"Palestinian leader Abbas rips Trump, vows 'we will slap back' at president https://t.co/9jOdqPJCKb",0.1531,0.118,0.882,0.0
384,FoxNews,Mon Jan 15 03:31:00 +0000 2018,85,Thai junta boss eyes staying on with little stopping him https://t.co/wnTAXck6Qy,-0.079,0.0,0.884,0.116
385,FoxNews,Mon Jan 15 03:25:06 +0000 2018,86,"Rescuers search homes off East Valley Road in Montecito, California after deadly mudslides pummeled parts of Southe… https://t.co/TFhJjYDoUc",0.0,0.0,1.0,0.0
386,FoxNews,Mon Jan 15 03:25:03 +0000 2018,87,Hawaii's false missile threat: Worker who pushed wrong button to be reassigned https://t.co/eHb9oquMzb,-0.7579,0.0,0.629,0.371
387,FoxNews,Mon Jan 15 03:15:00 +0000 2018,88,"GOP senator Perdue comes to Trump's defense after 's---hole' outcry, questions Durbin's credibility https://t.co/27zpSBRH9l",-0.4215,0.089,0.714,0.196
388,FoxNews,Mon Jan 15 03:08:23 +0000 2018,89,".@CortesSteve: Instead of criticizing @realDonaldTrump on immigration issues, we should thank him for doing his job https://t.co/0veqK9tX4p",0.0,0.125,0.75,0.125
389,FoxNews,Mon Jan 15 03:06:53 +0000 2018,90,"RT @FoxNewsResearch: ISIS-related cases in the U.S. ?
•42% of cases involved individuals born outside U.S.
•Most common countries of origin…",0.0,0.0,1.0,0.0
390,FoxNews,Mon Jan 15 03:05:02 +0000 2018,91,JANUARY 20th: @TeamCavuto is LIVE in Washington for 2 hours - Don't miss #Cavuto Live every Saturday from 10a to 12… https://t.co/BpGDGHakWQ,0.1139,0.071,0.929,0.0
391,FoxNews,Mon Jan 15 02:57:00 +0000 2018,92,Liam Neeson sees 'a bit of a witch hunt' in Hollywood's sexual misconduct scandals https://t.co/lEs1xT2eu8,-0.6908,0.0,0.678,0.322
392,FoxNews,Mon Jan 15 02:49:00 +0000 2018,93,Medieval Times introduces female lead for first time in 34-year history https://t.co/vAd5UOTRZu,0.0,0.0,1.0,0.0
393,FoxNews,Mon Jan 15 02:45:12 +0000 2018,94,Koreas discuss Northern art troupe's planned visit during Olympics https://t.co/6YDNdPJYKq,0.0,0.0,1.0,0.0
394,FoxNews,Mon Jan 15 02:32:22 +0000 2018,95,".@ConanOBrien jabs @realDonaldTrump, announces he's taking his show to Haiti https://t.co/JlPGH4gvzM",0.0,0.0,1.0,0.0
395,FoxNews,Mon Jan 15 02:22:59 +0000 2018,96,".@LucyFlores on DACA: ""You're not against Dreamers because you're not for spending unnecessary tax dollars... what… https://t.co/J7w7vLw0Uc",0.0,0.0,1.0,0.0
396,FoxNews,Mon Jan 15 02:19:36 +0000 2018,97,".@jasoninthehouse on DACA: ""I do think think we can actually solve these problems but the Democrats have gotta be t… https://t.co/WjiGLFq48e",-0.1154,0.063,0.854,0.083
397,FoxNews,Mon Jan 15 02:17:02 +0000 2018,98,.@realDonaldTrump denied claims that he's a racist following allegations of a vulgar comment that lawmakers said he… https://t.co/BXbV7lYAGA,-0.7845,0.0,0.67,0.33
398,FoxNews,Mon Jan 15 02:16:44 +0000 2018,99,".@jasoninthehouse: ""The fact that [@POTUS] is actually talking about [DACA] and the Democrats don't even wanna show… https://t.co/8WXJmMPLTQ",0.0,0.0,1.0,0.0
399,FoxNews,Mon Jan 15 02:09:22 +0000 2018,100,".@LisaMarieBoothe on DACA: ""Democrats and [@POTUS] are pretty far apart about what they want to accomplish.""… https://t.co/NI1ORHba65",0.5423,0.231,0.769,0.0
400,NYTimes,Mon Jan 15 11:22:11 +0000 2018,1,Contributing Op-Ed Writer: Is It Time for Netanyahu to Resign Yet? https://t.co/G2buLIFSG8,-0.34,0.0,0.821,0.179
401,NYTimes,Mon Jan 15 11:14:20 +0000 2018,2,RT @nytfood: Possibly one of the most fragrant and vivid casseroles you’ll ever see https://t.co/5s0B2FC5Ql,0.0,0.0,1.0,0.0
402,NYTimes,Mon Jan 15 10:56:09 +0000 2018,3,Recipes to cook over a long weekend https://t.co/2KBL6Iet8Q,0.0,0.0,1.0,0.0
403,NYTimes,Mon Jan 15 10:38:36 +0000 2018,4,"Review: Liam Neeson, our favorite angry-dad action hero, gets back to work in ""The Commuter"" https://t.co/XaWNtnLonr",0.765,0.32,0.68,0.0
404,NYTimes,Mon Jan 15 10:20:22 +0000 2018,5,"Profile: Brussels, E.U. Capital, Gets a Novel, Both Tart and Empathic https://t.co/jppV4CtZZY",0.3182,0.187,0.813,0.0
405,NYTimes,Mon Jan 15 10:16:51 +0000 2018,6,Inside the Global Relay Race to Deliver Moly-99 https://t.co/k3t5mi2d4x,0.0,0.0,1.0,0.0
406,NYTimes,Mon Jan 15 10:09:59 +0000 2018,7,A Restaurant Where the Bathroom Soap Complements the Meal https://t.co/EvhnzPrRKm,0.0,0.0,1.0,0.0
407,NYTimes,Mon Jan 15 10:00:38 +0000 2018,8,"The Guardian, Britain’s Left-Wing News Power, Goes Tabloid https://t.co/YrqEqDFJBs",0.0,0.0,1.0,0.0
408,NYTimes,Mon Jan 15 09:47:27 +0000 2018,9,Recipes to cook over a long weekend https://t.co/GzJvPcSq6n,0.0,0.0,1.0,0.0
409,NYTimes,Mon Jan 15 09:30:58 +0000 2018,10,This is Riley. He'll be trained to detect moths and other pests that damage artwork for a museum in Boston. https://t.co/sPKokKCnwT,-0.4939,0.0,0.856,0.144
410,NYTimes,Mon Jan 15 09:14:17 +0000 2018,11,RT @nytdavidbrooks: How democracies perish https://t.co/pbH815s1eq,0.0,0.0,1.0,0.0
411,NYTimes,Mon Jan 15 08:57:03 +0000 2018,12,Facebook is changing. What does that mean for your news feed? https://t.co/wX23HN5Vjr,0.0,0.0,1.0,0.0
412,NYTimes,Mon Jan 15 08:40:16 +0000 2018,13,This is Riley. He'll be trained to detect moths and other pests that damage artwork for a museum in Boston. https://t.co/98Hd7wJMv7,-0.4939,0.0,0.856,0.144
413,NYTimes,Mon Jan 15 08:23:44 +0000 2018,14,"For Serena Williams, childbirth was a harrowing ordeal. She’s not alone. https://t.co/gcwyIKOzNn https://t.co/dRWG3iG2ob",0.1877,0.137,0.863,0.0
414,NYTimes,Mon Jan 15 08:04:57 +0000 2018,15,4 Simple Tips for Working From Home https://t.co/3zuFyn0yNg,0.0,0.0,1.0,0.0
415,NYTimes,Mon Jan 15 08:03:34 +0000 2018,16,"From @nytopinion: I deserve to make decisions about my body, and I deserve a health care system that doesn’t consid… https://t.co/DhAYwo28LE",0.4939,0.158,0.842,0.0
416,NYTimes,Mon Jan 15 07:45:20 +0000 2018,17,Indonesian Stock Exchange Ceiling Collapses https://t.co/3TmLIDyHfr,-0.296,0.0,0.694,0.306
417,NYTimes,Mon Jan 15 07:43:47 +0000 2018,18,"RT @NYTFashion: At Brooks Brothers, “We’re not good because we’re old, we’re old because we’re good.” https://t.co/exthzdadbY",-0.3412,0.0,0.869,0.131
418,NYTimes,Mon Jan 15 07:26:41 +0000 2018,19,"""I am not sure there are rules for reporting on the homeless that don’t apply to living in general. Be careful. Be… https://t.co/0OlEgiDgGt",-0.0931,0.065,0.855,0.08
419,NYTimes,Mon Jan 15 07:09:53 +0000 2018,20,"Their 25-year courtship was deeply rooted in friendship, love and their shared interest in social issues https://t.co/xj09S3t8Ev",0.9147,0.495,0.505,0.0
420,NYTimes,Mon Jan 15 11:22:11 +0000 2018,21,Contributing Op-Ed Writer: Is It Time for Netanyahu to Resign Yet? https://t.co/G2buLIFSG8,-0.34,0.0,0.821,0.179
421,NYTimes,Mon Jan 15 11:14:20 +0000 2018,22,RT @nytfood: Possibly one of the most fragrant and vivid casseroles you’ll ever see https://t.co/5s0B2FC5Ql,0.0,0.0,1.0,0.0
422,NYTimes,Mon Jan 15 10:56:09 +0000 2018,23,Recipes to cook over a long weekend https://t.co/2KBL6Iet8Q,0.0,0.0,1.0,0.0
423,NYTimes,Mon Jan 15 10:38:36 +0000 2018,24,"Review: Liam Neeson, our favorite angry-dad action hero, gets back to work in ""The Commuter"" https://t.co/XaWNtnLonr",0.765,0.32,0.68,0.0
424,NYTimes,Mon Jan 15 10:20:22 +0000 2018,25,"Profile: Brussels, E.U. Capital, Gets a Novel, Both Tart and Empathic https://t.co/jppV4CtZZY",0.3182,0.187,0.813,0.0
425,NYTimes,Mon Jan 15 10:16:51 +0000 2018,26,Inside the Global Relay Race to Deliver Moly-99 https://t.co/k3t5mi2d4x,0.0,0.0,1.0,0.0
426,NYTimes,Mon Jan 15 10:09:59 +0000 2018,27,A Restaurant Where the Bathroom Soap Complements the Meal https://t.co/EvhnzPrRKm,0.0,0.0,1.0,0.0
427,NYTimes,Mon Jan 15 10:00:38 +0000 2018,28,"The Guardian, Britain’s Left-Wing News Power, Goes Tabloid https://t.co/YrqEqDFJBs",0.0,0.0,1.0,0.0
428,NYTimes,Mon Jan 15 09:47:27 +0000 2018,29,Recipes to cook over a long weekend https://t.co/GzJvPcSq6n,0.0,0.0,1.0,0.0
429,NYTimes,Mon Jan 15 09:30:58 +0000 2018,30,This is Riley. He'll be trained to detect moths and other pests that damage artwork for a museum in Boston. https://t.co/sPKokKCnwT,-0.4939,0.0,0.856,0.144
430,NYTimes,Mon Jan 15 09:14:17 +0000 2018,31,RT @nytdavidbrooks: How democracies perish https://t.co/pbH815s1eq,0.0,0.0,1.0,0.0
431,NYTimes,Mon Jan 15 08:57:03 +0000 2018,32,Facebook is changing. What does that mean for your news feed? https://t.co/wX23HN5Vjr,0.0,0.0,1.0,0.0
432,NYTimes,Mon Jan 15 08:40:16 +0000 2018,33,This is Riley. He'll be trained to detect moths and other pests that damage artwork for a museum in Boston. https://t.co/98Hd7wJMv7,-0.4939,0.0,0.856,0.144
433,NYTimes,Mon Jan 15 08:23:44 +0000 2018,34,"For Serena Williams, childbirth was a harrowing ordeal. She’s not alone. https://t.co/gcwyIKOzNn https://t.co/dRWG3iG2ob",0.1877,0.137,0.863,0.0
434,NYTimes,Mon Jan 15 08:04:57 +0000 2018,35,4 Simple Tips for Working From Home https://t.co/3zuFyn0yNg,0.0,0.0,1.0,0.0
435,NYTimes,Mon Jan 15 08:03:34 +0000 2018,36,"From @nytopinion: I deserve to make decisions about my body, and I deserve a health care system that doesn’t consid… https://t.co/DhAYwo28LE",0.4939,0.158,0.842,0.0
436,NYTimes,Mon Jan 15 07:45:20 +0000 2018,37,Indonesian Stock Exchange Ceiling Collapses https://t.co/3TmLIDyHfr,-0.296,0.0,0.694,0.306
437,NYTimes,Mon Jan 15 07:43:47 +0000 2018,38,"RT @NYTFashion: At Brooks Brothers, “We’re not good because we’re old, we’re old because we’re good.” https://t.co/exthzdadbY",-0.3412,0.0,0.869,0.131
438,NYTimes,Mon Jan 15 07:26:41 +0000 2018,39,"""I am not sure there are rules for reporting on the homeless that don’t apply to living in general. Be careful. Be… https://t.co/0OlEgiDgGt",-0.0931,0.065,0.855,0.08
439,NYTimes,Mon Jan 15 07:09:53 +0000 2018,40,"Their 25-year courtship was deeply rooted in friendship, love and their shared interest in social issues https://t.co/xj09S3t8Ev",0.9147,0.495,0.505,0.0
440,NYTimes,Mon Jan 15 06:52:43 +0000 2018,41,RT @NYTScience: What's the point of going to Mars if there isn't any beer there? https://t.co/fE3rXPcYR5,0.0,0.0,1.0,0.0
441,NYTimes,Mon Jan 15 06:35:07 +0000 2018,42,"As the population of Amish and Mennonites rises in New York State, horses and buggies have become a chronic traffic… https://t.co/urigxIPT5c",0.0,0.0,1.0,0.0
442,NYTimes,Mon Jan 15 06:16:45 +0000 2018,43,"RT @nytimesmusic: ""If anyone wants to explore their individuality, it’s not right for people to tell you no.” Camila Cabello steps out on h…",0.0,0.0,1.0,0.0
443,NYTimes,Mon Jan 15 05:58:39 +0000 2018,44,"Australian Open: Within Hours, Three Top Americans Fall https://t.co/FYJgT1lHhs",0.2023,0.184,0.816,0.0
444,NYTimes,Mon Jan 15 05:46:11 +0000 2018,45,"In Trump’s Remarks, Black Churches See a Nation Backsliding https://t.co/Z4xpmYcsdY",0.0,0.0,1.0,0.0
445,NYTimes,Mon Jan 15 05:37:04 +0000 2018,46,Opinion: How democracies perish https://t.co/C9Is1SZwoX,0.0,0.0,1.0,0.0
446,NYTimes,Mon Jan 15 05:18:32 +0000 2018,47,Detroit Auto Show May Be Celebrating an Era About to End https://t.co/vfYgjs0Mmi,0.5719,0.252,0.748,0.0
447,NYTimes,Mon Jan 15 05:17:01 +0000 2018,48,Japan is scrambling to ensure it has a future in an electric-car world https://t.co/wcNjkiCz8t,0.3818,0.178,0.822,0.0
448,NYTimes,Mon Jan 15 05:00:26 +0000 2018,49,“You make one mistake and it’s all gone” https://t.co/MnAyUcq0Jg,-0.34,0.0,0.769,0.231
449,NYTimes,Mon Jan 15 04:42:52 +0000 2018,50,"""We swerved all of a sudden. The front of the plane crashed and the back was in the air. Everyone panicked."" https://t.co/6ZM7AdmpjU",0.0,0.0,1.0,0.0
450,NYTimes,Mon Jan 15 04:25:18 +0000 2018,51,RT @NYTHealth: Germany and other countries have health care systems that don't allow people with diabetes and other chronic illnesses to go…,-0.1695,0.118,0.702,0.18
451,NYTimes,Mon Jan 15 04:07:54 +0000 2018,52,"Doug Harvey, Hall of Fame Umpire Whom Players Called God, Dies at 87 https://t.co/4MND81qAdm",0.6124,0.294,0.706,0.0
452,NYTimes,Mon Jan 15 03:57:48 +0000 2018,53,"In Iran, Protester ‘Suicides’ Stir Anger and Calls for Accountability https://t.co/ipFcTXrdPU",-0.5719,0.0,0.73,0.27
453,NYTimes,Mon Jan 15 03:54:37 +0000 2018,54,"The Saturday Profile: Cairo’s Lawsuit King Sues Actors, Belly Dancers, Even Puppet Shows https://t.co/9aTTItWgPH",-0.2263,0.0,0.872,0.128
454,NYTimes,Mon Jan 15 03:47:51 +0000 2018,55,"When a woman was raped in a Brooklyn park in 1994, a columnist called it a hoax. But new DNA testing has solved the… https://t.co/r9ymHZJG43",-0.6808,0.078,0.672,0.25
455,NYTimes,Mon Jan 15 03:31:40 +0000 2018,56,Review: A Fantasy Town Builds a Wall Against Time in ‘Ballyturk’ https://t.co/DX8gucTmZA,0.0,0.0,1.0,0.0
456,NYTimes,Mon Jan 15 03:30:20 +0000 2018,57,Go gray https://t.co/nXX1Fg4cXh,0.0,0.0,1.0,0.0
457,NYTimes,Mon Jan 15 03:11:26 +0000 2018,58,False Missile Alert Looms as a Black Eye for Hawaii and Its Governor https://t.co/cKivw4Lp8R,0.1531,0.149,0.743,0.108
458,NYTimes,Mon Jan 15 03:08:23 +0000 2018,59,Secret Tunnel in Berlin Is an Echo From the Cold War https://t.co/6TP8ugbXRc,-0.5994,0.0,0.738,0.262
459,NYTimes,Mon Jan 15 02:59:58 +0000 2018,60,"RT @nytimesarts: In the battle of the peak-TV queens, it's Victoria's turn https://t.co/JJ8nOjD3sw",-0.3818,0.0,0.822,0.178
460,NYTimes,Mon Jan 15 02:42:05 +0000 2018,61,"""We fully felt like we were about to die. I drove to try to get to my kids even though I knew I probably wouldn't m… https://t.co/7QiaxcR3Kp",-0.2782,0.097,0.767,0.136
461,NYTimes,Mon Jan 15 02:22:26 +0000 2018,62,"‘I’m Not a Racist,’ Trump Says in Denying Vulgar Comment https://t.co/ZKVU1jeUvj",-0.34,0.0,0.789,0.211
462,NYTimes,Mon Jan 15 02:09:54 +0000 2018,63,"Male sea turtles are disappearing from Australia’s Great Barrier Reef, a new study suggests https://t.co/zjW4rysnUz",0.5574,0.233,0.682,0.085
463,NYTimes,Mon Jan 15 01:55:56 +0000 2018,64,"Breaking News: ""I'm not a racist."" President Trump insisted again on Sunday that he did not make a vulgar comment l… https://t.co/NUWF6ipxCm",0.0,0.0,1.0,0.0
464,NYTimes,Mon Jan 15 01:49:14 +0000 2018,65,Vikings Shock Saints on Last-Second Touchdown by Stefon Diggs https://t.co/l8VlsKxwQe,-0.3818,0.0,0.776,0.224
465,NYTimes,Mon Jan 15 01:41:54 +0000 2018,66,"""You can't look down to read the speech, you have to take the speech up. Because if you did your neck would break.""… https://t.co/CqxEpjEwpZ",0.0,0.0,1.0,0.0
466,NYTimes,Mon Jan 15 01:22:55 +0000 2018,67,"""You can't look down to read the speech, you have to take the speech up. Because if you did your neck would break.""… https://t.co/yan4tsOORc",0.0,0.0,1.0,0.0
467,NYTimes,Mon Jan 15 01:04:22 +0000 2018,68,President Trump accused The Wall Street Journal of purposely misquoting him. The Journal responded by posting an au… https://t.co/HhluE5bIs5,-0.296,0.0,0.891,0.109
468,NYTimes,Mon Jan 15 00:47:03 +0000 2018,69,Essay: The Poet of Light https://t.co/2vn1TEtBSN,0.0,0.0,1.0,0.0
469,NYTimes,Mon Jan 15 00:41:27 +0000 2018,70,"""The risk of accidental nuclear war is not hypothetical — accidents have happened in the past, and humans will err… https://t.co/uetTDZsMuI",-0.6529,0.078,0.633,0.289
470,NYTimes,Mon Jan 15 00:24:05 +0000 2018,71,Military Quietly Prepares for a Last Resort: War With North Korea https://t.co/wS6mIkgOHl,-0.5994,0.0,0.719,0.281
471,NYTimes,Mon Jan 15 00:20:30 +0000 2018,72,"Missouri’s Combative Governor, Deep in Scandal, Puts on the Charm https://t.co/VFpPcoDS4l",-0.0516,0.185,0.616,0.199
472,NYTimes,Mon Jan 15 00:18:48 +0000 2018,73,What does the false missile alert in Hawaii tell us about these government-run warning systems? That they need majo… https://t.co/UDeoSKSwC4,-0.0516,0.097,0.796,0.106
473,NYTimes,Mon Jan 15 00:00:20 +0000 2018,74,A Republican senator who was at the White House immigration meeting said President Trump did not use a vulgarity to… https://t.co/rGfKAmEWbl,0.0,0.0,1.0,0.0
474,NYTimes,Sun Jan 14 23:35:56 +0000 2018,75,Op-Ed Contributor: How the Other Half Lives in Iran https://t.co/X6m7ZC5XTP,0.0,0.0,1.0,0.0
475,NYTimes,Sun Jan 14 23:30:28 +0000 2018,76,RT @nytopinion: President Trump's actions break with years of American nuclear policy. They also make it harder to persuade other nations t…,0.0,0.0,1.0,0.0
476,NYTimes,Sun Jan 14 23:09:05 +0000 2018,77,Darren Criss Plays the Happy-Go-Lucky Killer in the Versace TV Drama https://t.co/PuXylc9q3N,-0.5106,0.123,0.613,0.264
477,NYTimes,Sun Jan 14 23:00:27 +0000 2018,78,"In some countries, Facebook’s fiddling has magnified fake news https://t.co/Wve2NysTcL",-0.4767,0.0,0.744,0.256
478,NYTimes,Sun Jan 14 22:33:02 +0000 2018,79,"Video: A plane trying to land in Turkey made a heart-stopping skid off a runway, ending up feet from the Black Sea https://t.co/AAIn0KNDLt",0.0,0.0,1.0,0.0
479,NYTimes,Sun Jan 14 22:06:15 +0000 2018,80,"Jaguars 45, Steelers 42 | Divisional round: Jaguars Stun Steelers to Reach A.F.C. Championship Game https://t.co/Oib9KNWqS1",0.4588,0.235,0.765,0.0
480,NYTimes,Sun Jan 14 22:00:23 +0000 2018,81,"In 1968, The Beatles trudged through dense forest to an ashram in India, where they spent weeks writing songs. The… https://t.co/4qS0piKNqA",0.0,0.0,1.0,0.0
481,NYTimes,Sun Jan 14 21:45:50 +0000 2018,82,"""The risk of accidental nuclear war is not hypothetical — accidents have happened in the past, and humans will err… https://t.co/bdUCvziesG",-0.6529,0.078,0.633,0.289
482,NYTimes,Sun Jan 14 21:28:39 +0000 2018,83,"""SNL"" took aim at ""Morning Joe,"" with Bill Murray as Stephen Bannon and Fred Armisen as Michael Wolff https://t.co/CEFnI9EeMJ",0.0,0.0,1.0,0.0
483,NYTimes,Sun Jan 14 21:10:06 +0000 2018,84,"An unspectacular week at the box office led ""Jumanji: Welcome to the Jungle"" back to No. 1 https://t.co/X1g2x0lEiQ",0.2023,0.149,0.743,0.109
484,NYTimes,Sun Jan 14 21:00:04 +0000 2018,85,"""It’s remarkable how well it has eased my twitchy phone checking."" A small group of people have turned their phone… https://t.co/VFsnM5ajbG",0.7845,0.317,0.683,0.0
485,NYTimes,Sun Jan 14 20:43:04 +0000 2018,86,"He's being called ""frost boy."" But the image of an 8-year-old with icicles in his hair who trekked miles to school… https://t.co/jNM6ZqNlwb",0.0,0.0,1.0,0.0
486,NYTimes,Sun Jan 14 20:30:11 +0000 2018,87,"RT @nytopinion: Immigrants are more likely to be fleeing dysfunctions and prejudices than they are to be bringing them, writes @BretStephen…",-0.4215,0.0,0.877,0.123
487,NYTimes,Sun Jan 14 20:14:09 +0000 2018,88,"She left France to join Islamic militants in Syria, and now with the collapse of ISIS wants to return. But can she? https://t.co/IRd249fhaT",-0.25,0.083,0.795,0.121
488,NYTimes,Sun Jan 14 20:00:28 +0000 2018,89,"DACA participants can again apply for renewal of protection, the U.S. immigration agency said https://t.co/jBcr0G8Lfa",0.0,0.0,1.0,0.0
489,NYTimes,Sun Jan 14 19:47:04 +0000 2018,90,"The death toll in the mudslides that buried parts of Montecito in muck and boulders has risen to 20, officials said https://t.co/hL9kMaAtAT",-0.5994,0.0,0.843,0.157
490,NYTimes,Sun Jan 14 19:31:03 +0000 2018,91,"""I 100% support the fight for fair pay and I'm donating the $1.5M to the Time's Up Legal Defense Fund in Michelle W… https://t.co/5yYYqjR0I7",0.4588,0.267,0.6,0.133
491,NYTimes,Sun Jan 14 19:31:02 +0000 2018,92,"""I'm ready for crypto assets to go down 90 percent. I'll feel better then, I think. This has been too insane."" https://t.co/YKDQpv2e7j",0.7269,0.283,0.717,0.0
492,NYTimes,Sun Jan 14 19:13:03 +0000 2018,93,Your Sunday playlist has arrived https://t.co/aW6xfGiPgg,0.0,0.0,1.0,0.0
493,NYTimes,Sun Jan 14 19:00:21 +0000 2018,94,"""I love working out so much that I belong to two gyms."" How 50 Cent spends his Sundays: https://t.co/VIJ18SsKIY",0.6369,0.198,0.802,0.0
494,NYTimes,Sun Jan 14 18:44:03 +0000 2018,95,"Investigators said that the Las Vegas gunman used anonymous communications devices, including a prepaid cellphone,… https://t.co/nafEGnB7fi",0.0,0.0,1.0,0.0
495,NYTimes,Sun Jan 14 18:31:05 +0000 2018,96,What does the false missile alert in Hawaii tell us about these government-run warning systems? That they need majo… https://t.co/FTEqVxrEm5,-0.0516,0.097,0.796,0.106
496,NYTimes,Sun Jan 14 18:20:08 +0000 2018,97,"President Trump has been known to refer to Ronna McDaniel as ""my Romney"" https://t.co/zyd9R2chkl",0.0,0.0,1.0,0.0
497,NYTimes,Sun Jan 14 18:10:06 +0000 2018,98,"Chelsea Manning filed to run for Senate in Maryland, according to federal election filings https://t.co/sPlt4U5MJF",0.0,0.0,1.0,0.0
498,NYTimes,Sun Jan 14 18:00:06 +0000 2018,99,"David Perdue said Dick Durbin's account of President Trump's language was a ""gross misrepresentation"" https://t.co/8EoPHPzzrz",-0.8555,0.0,0.539,0.461
499,NYTimes,Sun Jan 14 17:45:09 +0000 2018,100,"A former Steeler's CTE diagnosis led to a $1 billion settlement for retired players, but a technicality has left hi… https://t.co/ezbbd4vUBE",0.0,0.0,1.0,0.0
